2542,2185,54,-98467,-3467,-148,-82313,-1621,-160
2558,2225,53,-98492,-3423,-148,-82326,-1648,-154
2576,2160,63,-98520,-3496,-141,-82338,-1733,-156
2593,2234,56,-98549,-3275,-147,-82351,-1664,-162
2611,2333,54,-98575,-3354,-149,-82365,-1704,-160
2627,2414,52,-98599,-3350,-147,-82377,-1719,-165
2646,2374,53,-98625,-3368,-149,-82390,-1704,-167
2666,2382,52,-98652,-3325,-150,-82404,-1690,-168
2684,2314,50,-98679,-3385,-147,-82419,-1651,-175
2701,2358,48,-98703,-3355,-149,-82429,-1752,-173
2720,2324,47,-98732,-3399,-146,-82443,-1678,-177
2739,2243,51,-98759,-3468,-139,-82456,-1771,-176
2756,2314,42,-98784,-3384,-144,-82468,-1730,-174
2776,2306,42,-98812,-3335,-148,-82481,-1755,-177
2848,2206,41,-98918,-3420,-152,-82539,-1762,-168
2864,2140,46,-98943,-3354,-152,-82549,-1829,-165
2881,2226,44,-98968,-3496,-153,-82564,-1826,-156
2900,2245,46,-98996,-3472,-154,-82580,-1800,-156
2917,2253,47,-99024,-3563,-151,-82594,-1807,-148
2932,2241,45,-99049,-3585,-147,-82606,-1746,-147
2949,2362,38,-99077,-3513,-149,-82621,-1706,-143
2968,2306,39,-99105,-3436,-150,-82635,-1783,-130
2984,2270,51,-99133,-3552,-146,-82649,-1764,-130
3001,2339,45,-99158,-3439,-148,-82662,-1660,-125
3019,2376,40,-99186,-3417,-146,-82675,-1701,-119
3038,2353,44,-99213,-3389,-148,-82689,-1689,-121
3057,2291,45,-99242,-3460,-142,-82702,-1775,-108
3073,2282,43,-99265,-3459,-143,-82715,-1693,-105
3092,2385,39,-99292,-3468,-141,-82729,-1568,-106
3111,2318,43,-99320,-3448,-141,-82742,-1609,-107
3128,2312,37,-99345,-3560,-137,-82752,-1656,-99
3146,2265,42,-99374,-3509,-136,-82766,-1556,-99
3164,2246,45,-99400,-3488,-134,-82777,-1580,-99
3182,2342,43,-99428,-3465,-137,-82790,-1674,-91
3198,2296,44,-99452,-3384,-139,-82802,-1608,-92
3216,2298,42,-99480,-3551,-133,-82814,-1573,-101
3235,2283,46,-99508,-3427,-140,-82826,-1566,-103
3253,2366,40,-99535,-3383,-142,-82839,-1555,-105
3270,2478,32,-99559,-3433,-142,-82850,-1510,-110
3343,2250,44,-99666,-3428,-144,-82897,-1473,-124
3361,2306,46,-99694,-3454,-142,-82909,-1484,-127
3379,2278,45,-99722,-3420,-142,-82921,-1500,-137
3394,2249,54,-99746,-3501,-139,-82931,-1521,-138
3413,2328,44,-99775,-3465,-142,-82942,-1468,-143
3430,2335,50,-99803,-3561,-135,-82956,-1474,-150
3445,2378,53,-99828,-3615,-132,-82965,-1567,-152
3464,2288,60,-99855,-3528,-135,-82979,-1573,-155
3483,2326,53,-99883,-3499,-134,-82991,-1675,-152
3502,2360,52,-99910,-3485,-135,-83003,-1568,-157
3518,2368,53,-99934,-3492,-137,-83014,-1584,-166
3537,2430,51,-99963,-3497,-136,-83027,-1568,-167
3556,2474,44,-99990,-3486,-140,-83040,-1539,-177
3574,2335,55,-100017,-3535,-137,-83052,-1620,-175
3592,2465,46,-100042,-3554,-134,-83063,-1644,-169
3612,2382,49,-100071,-3415,-143,-83076,-1496,-185
3631,2425,39,-100099,-3541,-136,-83089,-1568,-180
3647,2485,40,-100124,-3415,-139,-83100,-1664,-174
3666,2403,42,-100152,-3265,-146,-83112,-1596,-178
3687,2425,41,-100179,-3390,-146,-83124,-1503,-181
3705,2365,40,-100207,-3444,-142,-83138,-1569,-184
3723,2367,37,-100231,-3504,-144,-83150,-1633,-182
3741,2366,38,-100259,-3474,-144,-83164,-1625,-177
3760,2369,38,-100286,-3455,-146,-83177,-1688,-166
3779,2365,37,-100314,-3604,-146,-83190,-1625,-166
3850,2378,38,-100424,-3550,-138,-83244,-1642,-138
3869,2518,29,-100451,-3575,-139,-83258,-1687,-127
3885,2364,35,-100477,-3441,-140,-83269,-1697,-125
3903,2390,35,-100504,-3535,-142,-83281,-1569,-129
3923,2365,36,-100532,-3621,-141,-83295,-1640,-117
3942,2369,35,-100560,-3708,-136,-83308,-1671,-101
3959,2407,32,-100585,-3674,-137,-83319,-1716,-96
3978,2443,29,-100613,-3578,-138,-83333,-1468,-108
3998,2333,30,-100642,-3736,-131,-83345,-1629,-87
4018,2391,27,-100671,-3599,-134,-83358,-1577,-85
4034,2425,25,-100695,-3634,-134,-83370,-1418,-88
4053,2399,26,-100725,-3477,-139,-83382,-1470,-83
4071,2462,27,-100752,-3582,-137,-83394,-1450,-83
4087,2424,31,-100779,-3557,-138,-83405,-1472,-81
4105,2463,33,-100807,-3558,-139,-83417,-1380,-79
4124,2290,38,-100835,-3523,-142,-83429,-1386,-82
4143,2134,48,-100862,-3675,-139,-83441,-1422,-79
4159,2272,44,-100888,-3694,-138,-83451,-1417,-78
4179,2344,46,-100916,-3533,-144,-83462,-1358,-82
4198,2335,45,-100944,-3620,-141,-83474,-1423,-81
4217,2392,41,-100973,-3597,-147,-83485,-1333,-92
4234,2434,42,-100998,-3527,-147,-83495,-1295,-94
4253,2328,42,-101025,-3441,-155,-83506,-1323,-97
4272,2348,44,-101054,-3576,-154,-83515,-1406,-101
4288,2327,46,-101079,-3601,-147,-83525,-1355,-111
4364,2490,44,-101198,-3616,-147,-83569,-1349,-137
4381,2451,52,-101224,-3633,-144,-83578,-1329,-143
4401,2483,47,-101253,-3539,-148,-83589,-1425,-145
4420,2383,54,-101283,-3572,-148,-83600,-1385,-149
4437,2381,51,-101308,-3586,-145,-83612,-1404,-156
4457,2278,59,-101338,-3652,-146,-83623,-1412,-162
4476,2560,43,-101367,-3690,-142,-83633,-1352,-171
4495,2345,55,-101396,-3703,-142,-83644,-1401,-176
4511,2390,56,-101422,-3642,-143,-83654,-1457,-177
4531,2472,47,-101451,-3545,-147,-83665,-1473,-176
4550,2494,51,-101480,-3536,-149,-83677,-1452,-188
4570,2512,47,-101509,-3542,-154,-83689,-1424,-194
4587,2394,57,-101533,-3476,-156,-83699,-1406,-197
4606,2350,58,-101562,-3522,-157,-83711,-1572,-193
4626,2431,58,-101590,-3493,-161,-83723,-1520,-198
4645,2479,48,-101618,-3697,-155,-83736,-1478,-198
4662,2385,54,-101644,-3702,-154,-83747,-1461,-199
4681,2440,54,-101674,-3759,-154,-83760,-1573,-188
4700,2461,54,-101703,-3774,-152,-83771,-1569,-192
4717,2342,53,-101729,-3789,-150,-83782,-1574,-190
4736,2481,55,-101760,-3803,-146,-83796,-1569,-185
4754,2487,55,-101788,-3493,-156,-83808,-1568,-177
4775,2519,45,-101818,-3596,-154,-83821,-1568,-174
4849,2514,44,-101928,-3816,-140,-83868,-1669,-140
4869,2529,40,-101958,-3858,-138,-83883,-1560,-134
4888,2450,38,-101986,-3669,-139,-83893,-1570,-130
4907,2563,38,-102014,-3656,-138,-83905,-1670,-110
4929,2424,41,-102044,-3602,-142,-83920,-1566,-108
4949,2397,42,-102073,-3522,-147,-83932,-1577,-94
4966,2438,40,-102099,-3434,-151,-83943,-1560,-90
4985,2397,44,-102127,-3497,-151,-83955,-1461,-85
5003,2387,45,-102156,-3601,-149,-83967,-1405,-83
5021,2417,44,-102182,-3654,-147,-83978,-1421,-76
5039,2377,48,-102212,-3687,-149,-83990,-1428,-72
5059,2415,45,-102240,-3628,-149,-84001,-1436,-62
5078,2418,43,-102269,-3707,-146,-84012,-1313,-67
5095,2345,53,-102296,-3586,-149,-84020,-1349,-65
5116,2463,49,-102325,-3560,-150,-84031,-1365,-60
5134,2321,60,-102354,-3613,-152,-84042,-1253,-69
5154,2474,51,-102385,-3720,-144,-84055,-1283,-63
5171,2437,61,-102410,-3727,-143,-84063,-1236,-69
5189,2377,61,-102440,-3785,-141,-84073,-1245,-66
5207,2474,61,-102470,-3710,-143,-84082,-1267,-73
5227,2460,61,-102499,-3722,-139,-84092,-1268,-73
5245,2450,56,-102525,-3711,-140,-84100,-1279,-78
5267,2456,58,-102554,-3575,-144,-84111,-1221,-82
5286,2453,54,-102585,-3700,-141,-84120,-1164,-94
5304,2513,53,-102611,-3645,-143,-84129,-1206,-95
5381,2399,54,-102724,-3623,-149,-84166,-1310,-115
5401,2334,55,-102753,-3583,-152,-84178,-1239,-121
5420,2406,57,-102783,-3509,-153,-84187,-1219,-131
5440,2369,58,-102812,-3576,-158,-84197,-1307,-134
5457,2444,58,-102838,-3581,-152,-84207,-1236,-142
5477,2490,55,-102867,-3655,-151,-84217,-1208,-150
5498,2431,55,-102895,-3737,-149,-84227,-1283,-155
5515,2482,55,-102921,-3763,-147,-84236,-1318,-159
5535,2430,56,-102950,-3712,-151,-84246,-1326,-163
5555,2445,60,-102981,-3731,-148,-84256,-1224,-180
5575,2429,58,-103011,-3673,-147,-84266,-1246,-189
5594,2451,62,-103042,-3886,-137,-84277,-1396,-177
5611,2457,59,-103069,-3846,-138,-84287,-1374,-187
5630,2518,54,-103099,-3811,-138,-84297,-1321,-194
5649,2560,54,-103131,-3753,-139,-84309,-1354,-192
5666,2561,54,-103154,-3693,-141,-84319,-1459,-191
5687,2437,58,-103185,-3621,-144,-84328,-1402,-197
5705,2488,57,-103215,-3559,-150,-84340,-1406,-194
5726,2448,55,-103243,-3744,-141,-84351,-1417,-198
5745,2588,49,-103269,-3794,-140,-84361,-1437,-191
5766,2515,50,-103300,-3819,-134,-84374,-1365,-197
5786,2536,43,-103328,-3765,-137,-84385,-1446,-193
5808,2458,48,-103359,-3711,-138,-84396,-1488,-189
5890,2483,45,-103481,-3803,-134,-84445,-1577,-162
5910,2513,42,-103511,-3650,-143,-84458,-1507,-155
5931,2395,47,-103538,-3688,-142,-84470,-1486,-149
5951,2447,46,-103568,-3824,-138,-84481,-1577,-137
5968,2516,41,-103595,-3880,-137,-84493,-1571,-127
5989,2477,39,-103625,-3858,-137,-84504,-1503,-117
6008,2470,40,-103655,-3773,-136,-84517,-1368,-118
6026,2479,43,-103680,-3774,-137,-84526,-1441,-103
6045,2612,36,-103711,-3656,-139,-84539,-1428,-99
6064,2513,40,-103740,-3644,-143,-84550,-1306,-96
6084,2533,37,-103770,-3771,-144,-84562,-1330,-84
6100,2469,44,-103796,-3857,-138,-84571,-1285,-88
6119,2578,45,-103827,-3866,-136,-84580,-1300,-80
6141,2541,43,-103856,-3880,-135,-84591,-1255,-75
6160,2573,43,-103886,-3927,-137,-84601,-1262,-76
6177,2557,42,-103913,-3717,-140,-84611,-1284,-70
6199,2486,44,-103942,-3783,-139,-84620,-1264,-66
6219,2662,36,-103973,-3847,-136,-84630,-1244,-62
6236,2448,42,-103998,-3747,-145,-84639,-1221,-62
6257,2529,43,-104027,-3755,-143,-84647,-1150,-67
6277,2513,47,-104058,-3704,-150,-84657,-1248,-62
6297,2470,41,-104086,-3684,-158,-84666,-1158,-63
6315,2483,48,-104112,-3782,-149,-84674,-1185,-66
6395,2477,53,-104234,-3793,-156,-84711,-1102,-77
6416,2533,51,-104264,-3658,-161,-84720,-1198,-76
6433,2489,51,-104290,-3774,-159,-84729,-1107,-79
6453,2548,53,-104321,-3956,-153,-84738,-1180,-77
6473,2536,49,-104351,-3954,-148,-84747,-1196,-85
6491,2591,55,-104378,-3882,-156,-84755,-1218,-88
6511,2519,51,-104410,-3912,-150,-84765,-1152,-91
6532,2550,51,-104440,-3812,-155,-84774,-1149,-95
6552,2583,53,-104474,-4022,-143,-84784,-1147,-100
6569,2496,55,-104500,-3900,-148,-84791,-1122,-115
6589,2521,57,-104530,-4071,-139,-84800,-1106,-118
6611,2543,53,-104562,-3804,-148,-84810,-1105,-127
6631,2455,59,-104592,-3878,-147,-84818,-1097,-135
6650,2563,51,-104618,-3863,-146,-84826,-1121,-138
6669,2537,53,-104650,-3963,-142,-84834,-1158,-146
6691,2579,47,-104682,-3934,-135,-84844,-1118,-155
6709,2575,52,-104709,-3684,-152,-84851,-1115,-164
6729,2654,53,-104739,-3783,-150,-84861,-1214,-158
6750,2505,57,-104769,-3777,-151,-84870,-1200,-167
6769,2579,50,-104800,-3788,-153,-84880,-1174,-176
6788,2583,49,-104827,-3829,-156,-84887,-1263,-175
6808,2669,47,-104857,-3994,-143,-84897,-1205,-182
6828,2593,50,-104888,-3851,-151,-84906,-1235,-187
6851,2692,45,-104919,-3827,-157,-84916,-1299,-181
6868,2577,45,-104946,-3818,-152,-84924,-1180,-196
6950,2470,47,-105069,-3857,-147,-84965,-1317,-193
6970,2507,42,-105100,-3834,-149,-84975,-1296,-197
6987,2557,43,-105128,-3758,-154,-84984,-1334,-191
7006,2610,42,-105158,-3904,-148,-84995,-1323,-193
7026,2584,44,-105191,-4055,-140,-85004,-1354,-192
7044,2599,45,-105218,-3841,-141,-85014,-1411,-181
7065,2672,38,-105250,-3833,-141,-85024,-1384,-178
7084,2552,44,-105280,-3758,-146,-85034,-1340,-180
7105,2536,44,-105312,-3759,-148,-85046,-1443,-164
7123,2566,43,-105336,-3692,-156,-85055,-1231,-173
7143,2525,52,-105367,-3732,-158,-85065,-1383,-155
7164,2561,49,-105397,-3834,-158,-85076,-1331,-153
7185,2715,43,-105428,-3776,-161,-85086,-1195,-160
7202,2605,51,-105454,-3799,-161,-85096,-1368,-139
7224,2608,46,-105485,-4071,-151,-85105,-1324,-133
7245,2644,42,-105517,-4006,-146,-85117,-1244,-135
7263,2573,53,-105544,-4047,-149,-85125,-1277,-120
7285,2452,55,-105575,-3916,-150,-85136,-1314,-114
7305,2631,45,-105608,-3964,-147,-85145,-1117,-119
7326,2576,45,-105639,-3975,-143,-85155,-1209,-116
7346,2566,47,-105671,-3910,-146,-85166,-1294,-103
7364,2470,52,-105698,-3984,-145,-85175,-1289,-93
7384,2644,42,-105730,-4024,-144,-85185,-1278,-84
7403,2562,44,-105762,-3973,-144,-85193,-1147,-85
7424,2587,50,-105793,-4090,-140,-85203,-1079,-88
7501,2695,42,-105909,-3664,-150,-85236,-1012,-82
7522,2533,56,-105941,-3846,-142,-85246,-1054,-79
7543,2665,47,-105972,-3846,-139,-85254,-1181,-66
7561,2533,52,-105999,-3922,-142,-85261,-1082,-73
7582,2532,57,-106029,-3898,-144,-85270,-1025,-75
7602,2512,57,-106061,-3868,-145,-85278,-1068,-71
7623,2589,57,-106092,-3883,-148,-85287,-1136,-68
7642,2632,50,-106119,-3780,-150,-85294,-1012,-74
7662,2620,52,-106149,-3969,-138,-85303,-957,-80
7684,2706,46,-106180,-3909,-143,-85312,-951,-80
7703,2497,51,-106210,-3941,-146,-85319,-931,-75
7725,2604,47,-106240,-3854,-145,-85326,-1000,-72
7745,2597,51,-106271,-3972,-137,-85334,-1045,-74
7767,2621,50,-106303,-4031,-129,-85342,-1047,-79
7787,2663,43,-106334,-3833,-141,-85350,-1087,-83
7805,2688,45,-106361,-3806,-142,-85357,-973,-86
7827,2610,44,-106390,-3730,-142,-85365,-937,-92
7849,2709,37,-106420,-3928,-145,-85374,-983,-95
7866,2563,44,-106447,-3933,-143,-85381,-982,-103
7888,2644,38,-106478,-3960,-137,-85389,-950,-104
7910,2593,34,-106511,-4032,-138,-85397,-980,-108
7929,2702,31,-106541,-3810,-144,-85404,-1071,-113
7948,2533,38,-106567,-3946,-136,-85411,-978,-117
7968,2670,34,-106600,-4131,-133,-85419,-997,-123
8052,2632,37,-106727,-3859,-147,-85454,-985,-150
8072,2569,38,-106757,-4016,-147,-85461,-995,-149
8094,2647,38,-106789,-3959,-148,-85469,-1163,-147
8111,2599,36,-106816,-3994,-145,-85478,-1023,-152
8132,2690,33,-106847,-4052,-141,-85486,-1177,-153
8154,2622,37,-106880,-4078,-135,-85495,-1010,-160
8172,2606,31,-106906,-4084,-139,-85501,-1198,-162
8193,2589,37,-106938,-3889,-139,-85510,-1017,-170
8216,2473,44,-106969,-3878,-151,-85518,-1104,-176
8236,2631,38,-107000,-4124,-135,-85525,-1077,-175
8256,2547,41,-107032,-4010,-141,-85534,-1046,-182
8275,2584,39,-107058,-4035,-139,-85543,-1068,-183
8296,2582,39,-107090,-3931,-144,-85550,-1083,-181
8316,2577,42,-107122,-4251,-131,-85560,-1042,-191
8335,2632,37,-107149,-4116,-131,-85567,-1109,-184
8357,2607,43,-107181,-3890,-141,-85577,-1139,-180
8378,2607,40,-107212,-3838,-139,-85584,-1132,-179
8399,2533,47,-107243,-3986,-139,-85593,-1147,-178
8416,2585,48,-107271,-3941,-142,-85602,-1130,-175
8437,2658,45,-107301,-3960,-142,-85611,-1126,-174
8456,2617,49,-107333,-4001,-143,-85621,-1148,-166
8475,2605,49,-107361,-3894,-144,-85629,-1067,-170
8495,2559,57,-107393,-3932,-146,-85639,-1091,-166
8576,2611,57,-107514,-3867,-155,-85671,-1026,-157
8595,2676,54,-107541,-4007,-152,-85679,-1064,-149
8615,2697,51,-107574,-3906,-149,-85687,-1034,-149
8638,2663,51,-107606,-4037,-148,-85694,-1096,-144
8659,2645,57,-107638,-3963,-151,-85704,-1072,-142
8677,2636,56,-107665,-4012,-150,-85710,-1046,-140
8698,2756,52,-107698,-4066,-145,-85719,-1080,-134
8720,2650,53,-107730,-4107,-145,-85727,-1077,-130
8739,2703,52,-107758,-4184,-141,-85736,-1041,-128
8761,2801,44,-107790,-4011,-148,-85744,-1043,-124
8782,2713,46,-107824,-3943,-144,-85753,-1025,-122
8805,2713,44,-107854,-4069,-146,-85761,-1025,-116
8823,2710,47,-107883,-4017,-145,-85768,-1005,-114
8843,2786,41,-107915,-3904,-152,-85775,-1057,-105
8864,2716,42,-107946,-3918,-156,-85783,-1068,-105
8883,2681,44,-107974,-3972,-155,-85790,-988,-104
8904,2697,43,-108006,-3790,-156,-85800,-985,-91
8926,2680,42,-108037,-3911,-161,-85807,-950,-94
8947,2701,43,-108068,-4016,-160,-85816,-970,-93
8965,2720,37,-108097,-3953,-162,-85822,-946,-93
8986,2695,42,-108131,-4114,-155,-85830,-978,-83
9006,2737,43,-108163,-4194,-149,-85837,-1010,-82
9029,2662,43,-108197,-4040,-152,-85844,-991,-85
9047,2696,44,-108226,-4016,-153,-85849,-923,-86
9069,2690,40,-108259,-4036,-151,-85857,-983,-82
9153,2626,44,-108384,-4052,-149,-85888,-949,-81
9173,2669,38,-108418,-4245,-138,-85893,-871,-85
9193,2577,42,-108446,-4072,-140,-85902,-909,-82
9215,2607,47,-108479,-3894,-143,-85908,-859,-76
9237,2590,45,-108512,-3998,-143,-85915,-902,-82
9257,2717,43,-108543,-3944,-143,-85923,-882,-78
9277,2642,44,-108571,-3853,-148,-85928,-906,-81
9299,2602,46,-108601,-3798,-154,-85935,-891,-79
9321,2672,38,-108633,-3869,-151,-85942,-895,-88
9342,2530,47,-108665,-3956,-152,-85950,-782,-90
9359,2606,47,-108693,-4004,-151,-85956,-881,-92
9380,2599,48,-108724,-4074,-147,-85963,-833,-95
9401,2751,46,-108756,-4006,-150,-85970,-866,-88
9420,2721,48,-108785,-3879,-153,-85976,-903,-94
9441,2767,42,-108816,-4024,-151,-85983,-735,-104
9463,2630,51,-108850,-4068,-147,-85990,-884,-94
9484,2722,44,-108881,-3969,-148,-85997,-882,-104
9503,2810,46,-108911,-3802,-155,-86002,-797,-110
9523,2711,48,-108943,-3997,-148,-86010,-811,-104
9544,2726,48,-108975,-4145,-139,-86017,-926,-103
9563,2652,49,-109005,-3969,-146,-86022,-922,-112
9584,2659,55,-109037,-3976,-141,-86030,-859,-118
9606,2692,46,-109069,-4035,-145,-86035,-784,-121
9628,2616,55,-109101,-4067,-140,-86042,-780,-122
9648,2706,51,-109130,-3931,-143,-86048,-909,-118
9730,2720,49,-109252,-3954,-150,-86074,-883,-137
