count,hour,minute,second,msec,pos1,pos2,pos3,vel1,vel2,vel3,cur1,cur2,cur3
22,14,8,8,722,20.0006,-59.9936,-10.0024,0,0.000686646,0,40,-125,19
23,14,8,8,727,20.0006,-59.9943,-10.0031,0,0.00137329,0,38,-126,19
24,14,8,8,732,19.9999,-59.9943,-10.0031,0,-0.00892639,0,40,-126,21
25,14,8,8,737,20.0006,-59.9943,-10.0024,0,-0.0109863,0,40,-127,22
26,14,8,8,742,20.0013,-59.9936,-10.0024,-0.0734711,-0.0233459,0,44,-125,22
27,14,8,8,747,20.002,-59.9943,-10.0024,0,-0.00892639,0,37,-125,22
28,14,8,8,752,20.0013,-59.9943,-10.0031,0,-0.0315857,0,39,-126,25
29,14,8,8,757,20.002,-59.995,-10.0031,0,-0.0178528,0,38,-125,24
30,14,8,8,762,20.002,-59.995,-10.0031,0,-0.0439453,0,38,-125,24
31,14,8,8,767,20.0013,-59.995,-10.0024,0,-0.0350189,0,36,-126,24
32,14,8,8,772,20.002,-59.9963,-10.0031,0,-0.0391388,0.0219727,37,-125,25
33,14,8,8,777,20.002,-59.9957,-10.0031,0,-0.0315857,0.0343323,38,-126,26
34,14,8,8,782,20.002,-59.995,-10.0024,0.0302124,-0.0377655,0,35,-124,28
35,14,8,8,787,20.002,-59.9963,-10.0031,-0.042572,-0.044632,0,37,-124,28
36,14,8,8,816,20.0027,-59.9963,-10.0031,0,0,0,34,-127,32
37,14,8,8,816,20.0027,-59.9963,-10.0031,0,0,0,34,-127,32
38,14,8,8,816,20.0027,-59.9963,-10.0031,0,0,0,34,-127,32
39,14,8,8,816,20.0027,-59.9963,-10.0031,0,0,0,34,-127,32
40,14,8,8,816,20.0027,-59.9963,-10.0031,0,0,0,34,-127,32
41,14,8,8,817,20.0027,-59.9963,-10.0031,0,0,0,34,-126,33
42,14,8,8,822,20.0027,-59.9963,-10.0031,0,-0.0123596,0.0487518,32,-125,30
43,14,8,8,827,20.0027,-59.9963,-10.0031,0,0,0.00549316,34,-127,37
44,14,8,8,832,20.0027,-59.9963,-10.0031,0,-0.0288391,0,33,-125,35
45,14,8,8,837,20.0027,-59.9963,-10.0024,0,0,-0.000686646,31,-127,33
46,14,8,8,842,20.002,-59.9957,-10.0024,0,-0.000686646,0,31,-128,36
47,14,8,8,847,20.002,-59.9957,-10.0031,0,0.00137329,0,30,-127,37
48,14,8,8,852,20.0027,-59.997,-10.0024,-0.0727844,-0.0205994,0,37,-128,36
49,14,8,8,857,20.0027,-59.9963,-10.0031,0,-0.0357056,0,30,-127,37
50,14,8,8,862,20.0027,-59.997,-10.0031,0,0.00205994,0,30,-127,37
51,14,8,8,867,20.002,-59.9963,-10.0031,0,-0.0267792,0,31,-128,39
52,14,8,8,872,20.002,-59.9963,-10.0024,0,-0.0453186,0,30,-128,39
53,14,8,8,877,20.002,-59.997,-10.0031,0,-0.0164795,0,30,-127,40
54,14,8,8,882,20.002,-59.997,-10.0031,0,-0.0343323,0.044632,30,-125,38
55,14,8,8,887,20.002,-59.9963,-10.0031,0,-0.011673,0.011673,29,-128,36
56,14,8,8,892,20.002,-59.9963,-10.0024,0,-0.0432587,0,29,-125,40
57,14,8,8,896,20.0027,-59.997,-10.0031,0.0411987,-0.00480652,0,29,-126,42
58,14,8,8,902,20.0027,-59.9977,-10.0031,-0.0274658,0.000686646,0,33,-128,42
59,14,8,8,907,20.0027,-59.9977,-10.0024,-0.00137329,0.00274658,0,30,-127,44
60,14,8,8,912,20.002,-59.9977,-10.0031,0,0,0,28,-127,44
61,14,8,8,917,20.0027,-59.997,-10.0024,0,-0.044632,0,27,-126,45
62,14,8,8,922,20.002,-59.997,-10.0024,0,-0.000686646,0,27,-128,44
63,14,8,8,927,20.002,-59.997,-10.0024,0,0,0,28,-128,46
64,14,8,8,932,20.0027,-59.997,-10.0024,0,0,0,26,-129,44
65,14,8,8,937,20.0027,-59.997,-10.0024,0,-0.0157928,0.0679779,26,-128,42
66,14,8,8,942,20.0027,-59.9963,-10.0017,0,0.00274658,-0.0576782,25,-129,52
67,14,8,8,947,20.0027,-59.9963,-10.0024,0,-0.0460052,0,26,-127,46
68,14,8,8,952,20.002,-59.9963,-10.0024,-0.0343323,-0.0171661,0,26,-128,47
69,14,8,8,958,20.002,-59.9963,-10.0031,-0.000686646,-0.000686646,0,24,-127,48
70,14,8,8,962,20.002,-59.9963,-10.0024,0,0.00137329,0,25,-129,47
71,14,8,8,967,20.002,-59.997,-10.0031,0,-0.044632,0,25,-128,49
72,14,8,8,972,20.002,-59.997,-10.0024,0,0.000686646,0,25,-129,50
73,14,8,8,977,20.002,-59.997,-10.0031,0,-0.0460052,0,24,-127,51
74,14,8,8,982,20.002,-59.9977,-10.0024,0,-0.0226593,0,24,-126,51
75,14,8,8,987,20.002,-59.9977,-10.0024,0,-0.0432587,-0.000686646,24,-128,52
76,14,8,8,992,20.002,-59.997,-10.0031,0,-0.000686646,0.0336456,24,-129,53
77,14,8,9,18,20.002,-59.997,-10.0024,0,0.000686646,0,22,-130,54
78,14,8,9,18,20.002,-59.997,-10.0024,0,0.000686646,0,22,-130,54
79,14,8,9,18,20.002,-59.997,-10.0024,0,0.000686646,0,22,-130,54
80,14,8,9,18,20.002,-59.997,-10.0024,0,0,0,21,-130,55
81,14,8,9,18,20.002,-59.997,-10.0024,0,0,0,21,-130,55
82,14,8,9,22,20.0027,-59.9977,-10.0024,0,-0.00343323,0,21,-129,56
83,14,8,9,27,20.0027,-59.9977,-10.0024,0,0,0,23,-130,55
84,14,8,9,32,20.0027,-59.997,-10.0024,0,-0.0432587,0,21,-128,58
85,14,8,9,37,20.0034,-59.997,-10.0024,-0.0137329,-0.00686646,0,20,-130,58
86,14,8,9,42,20.0027,-59.9977,-10.0024,-0.0453186,0.00343323,0,24,-129,58
87,14,8,9,47,20.0027,-59.9977,-10.0024,0,-0.00480652,-0.0453186,19,-128,63
88,14,8,9,52,20.002,-59.9977,-10.0024,0,-0.0315857,0.0528717,20,-129,58
89,14,8,9,57,20.002,-59.9984,-10.0024,0,-0.000686646,0,19,-129,60
90,14,8,9,62,20.002,-59.9984,-10.0031,0,-0.00480652,0,19,-128,61
91,14,8,9,67,20.002,-59.9984,-10.0024,0,-0.000686646,0,19,-129,60
92,14,8,9,72,20.002,-59.9977,-10.0024,0.00343323,0,0,20,-129,60
93,14,8,9,77,20.002,-59.9984,-10.0024,-0.000686646,0.000686646,0,19,-128,62
94,14,8,9,82,20.002,-59.9977,-10.0024,0,-0.00205994,0,19,-128,61
95,14,8,9,87,20.002,-59.9977,-10.0031,0,-0.0405121,0,19,-128,62
96,14,8,9,92,20.002,-59.9984,-10.0031,0,-0.0350189,0,18,-128,64
97,14,8,9,97,20.002,-59.9984,-10.0024,0,0,0,17,-129,64
98,14,8,9,102,20.002,-59.9977,-10.0017,0,-0.0164795,0,17,-129,64
99,14,8,9,107,20.002,-59.9977,-10.0017,-0.000686646,0,0,17,-130,65
100,14,8,9,112,20.002,-59.9977,-10.0017,0,-0.0151062,0.0109863,18,-130,64
101,14,8,9,117,20.002,-59.9977,-10.0017,0,0,0.000686646,18,-129,65
102,14,8,9,122,20.002,-59.9984,-10.0017,0,0.00274658,0.00617981,17,-129,65
103,14,8,9,127,20.002,-59.9977,-10.0017,0,0,-0.00617981,17,-129,65
104,14,8,9,132,20.002,-59.9977,-10.001,0,0,0,17,-130,64
105,14,8,9,137,20.002,-59.9984,-10.001,0,0,0,16,-130,62
106,14,8,9,142,20.002,-59.9984,-10.001,0,0,0,16,-129,62
107,14,8,9,147,20.002,-59.9977,-10.001,-0.0102997,-0.000686646,-0.0535583,15,-129,66
108,14,8,9,152,20.002,-59.9977,-10.001,0.00617981,0.00343323,0,14,-129,64
109,14,8,9,157,20.002,-59.9984,-10.001,-0.0274658,0.00343323,0,20,-129,62
110,14,8,9,162,20.002,-59.9977,-10.001,0.00274658,-0.000686646,0,16,-129,63
111,14,8,9,167,20.002,-59.9977,-10.001,0,0,0,16,-130,62
112,14,8,9,172,20.002,-59.9984,-10.001,0,0.00205994,-0.0178528,16,-129,62
113,14,8,9,177,20.002,-59.9984,-10.0003,0,0,0,15,-129,64
114,14,8,9,183,20.002,-59.9984,-10.0003,0,0,0,15,-130,61
115,14,8,9,187,20.002,-59.9984,-10.001,0,0.00274658,0,14,-129,63
116,14,8,9,192,20.002,-59.9984,-10.001,0,0,0,14,-129,62
117,14,8,9,197,20.0027,-59.9984,-10.001,0,0,0,14,-130,62
118,14,8,9,202,20.0027,-59.9984,-10.001,-0.0563049,0,-0.00274658,14,-129,64
119,14,8,9,207,20.002,-59.9984,-10.001,0,-0.0411987,0,13,-128,63
120,14,8,9,235,20.002,-59.9977,-10.0017,0,0,0,12,-130,63
121,14,8,9,235,20.002,-59.9984,-10.001,0,-0.00274658,0,12,-130,63
122,14,8,9,235,20.002,-59.9984,-10.001,0,-0.00274658,0,12,-130,63
123,14,8,9,235,20.002,-59.9984,-10.001,0,-0.00274658,0,12,-130,63
124,14,8,9,235,20.002,-59.9984,-10.001,0,-0.00274658,0,12,-130,63
125,14,8,9,237,20.002,-59.9984,-10.001,0,0.000686646,0,13,-130,61
126,14,8,9,242,20.002,-59.9984,-10.001,-0.0151062,0,0,16,-130,62
127,14,8,9,247,20.002,-59.9991,-10.001,0.00137329,0.000686646,0.00137329,12,-129,61
128,14,8,9,252,20.002,-59.9984,-10.001,0,0,0,11,-130,62
129,14,8,9,257,20.002,-59.9984,-10.001,0,0,0,16,-130,62
130,14,8,9,262,20.002,-59.9991,-10.0003,0.00480652,-0.00823975,0,11,-128,63
131,14,8,9,267,20.002,-59.9984,-10.0003,-0.0453186,0,0,16,-130,62
132,14,8,9,272,20.002,-59.9984,-10.001,0,0,-0.0233459,11,-130,65
133,14,8,9,276,20.002,-59.9984,-10.001,0,0,0,12,-130,62
134,14,8,9,281,20.002,-59.9991,-10.0003,-0.0652313,-0.0384521,0,13,-129,61
135,14,8,9,286,20.002,-59.9991,-10.0003,0,0.000686646,0,10,-129,61
136,14,8,9,291,20.002,-59.9984,-10.001,0,0,0,9,-130,61
137,14,8,9,296,20.002,-59.9991,-10.001,0,0.00343323,-0.00137329,10,-129,60
138,14,8,9,301,20.002,-59.9991,-10.0003,0,0,-0.00549316,10,-129,62
139,14,8,9,306,20.002,-59.9984,-10.0003,0,0,0,10,-130,62
140,14,8,9,311,20.002,-59.9991,-10.001,0,-0.0322723,0,9,-127,61
141,14,8,9,316,20.002,-59.9991,-10.001,0.0219727,-0.000686646,0,7,-129,61
142,14,8,9,321,20.002,-59.9991,-10.0017,0,0,-0.00343323,10,-130,61
143,14,8,9,326,20.002,-59.9991,-10.001,0,0,0,10,-130,61
144,14,8,9,331,20.002,-59.9984,-10.001,-0.000686646,-0.0357056,0.0102997,10,-129,61
145,14,8,9,336,20.002,-59.9977,-10.001,0,0,0.0102997,9,-130,58
146,14,8,9,341,20.002,-59.9984,-10.001,-0.000686646,0,0.00892639,10,-130,60
147,14,8,9,346,20.002,-59.9984,-10.0003,-0.0727844,0,-0.00411987,14,-129,61
148,14,8,9,351,20.002,-59.9991,-10.001,0,0,0.0700378,10,-130,57
149,14,8,9,356,20.0013,-59.9984,-10.001,0,0,0,10,-130,61
150,14,8,9,362,20.002,-59.9991,-10.0017,-0.0123596,-0.044632,-0.00411987,13,-128,60
151,14,8,9,367,20.0013,-59.9991,-10.001,0,0,0.0549316,10,-130,57
152,14,8,9,372,20.002,-59.9984,-10.001,-0.000686646,0,-0.00480652,11,-130,58
153,14,8,9,377,20.0013,-59.9991,-10.001,0,0,-0.0363922,11,-130,61
154,14,8,9,382,20.002,-59.9991,-10.001,-0.0583649,-0.0384521,0.00137329,13,-129,60
155,14,8,9,387,20.002,-59.9991,-10.001,0,-0.000686646,0,9,-130,60
156,14,8,9,392,20.002,-59.9991,-10.001,0,0,0.0350189,9,-130,58
157,14,8,9,397,20.002,-59.9984,-10.001,-0.0460052,0,0,11,-130,60
158,14,8,9,402,20.002,-59.9991,-10.001,0,0,0,10,-130,59
159,14,8,9,407,20.002,-59.9984,-10.001,0,0,0.0439453,9,-130,59
160,14,8,9,412,20.002,-59.9991,-10.001,0,0,-0.00137329,9,-130,61
161,14,8,9,417,20.002,-59.9984,-10.001,-0.030899,0,0.0384521,10,-130,54
162,14,8,9,422,20.002,-59.9984,-10.001,0,0,0,9,-130,59
163,14,8,9,427,20.002,-59.9991,-10.001,-0.0274658,0,-0.0260925,13,-130,60
164,14,8,9,432,20.002,-59.9991,-10.001,0,0,0.0075531,9,-130,57
165,14,8,9,437,20.002,-59.9991,-10.001,0,0,0,8,-130,59
166,14,8,9,442,20.002,-59.9991,-10.0003,0,0,-0.00617981,9,-130,58
167,14,8,9,447,20.002,-59.9998,-10.0003,0,-0.00961304,-0.0405121,7,-128,61
168,14,8,9,452,20.002,-59.9991,-10.001,0.0432587,0,0.0720978,9,-130,52
169,14,8,9,457,20.002,-59.9991,-10.001,0,0,-0.0734711,9,-129,64
170,14,8,9,462,20.002,-59.9998,-10.001,-0.0563049,0,0.0151062,9,-130,55
171,14,8,9,467,20.002,-59.9991,-10.001,0.000686646,-0.00961304,-0.0281525,7,-130,63
172,14,8,9,472,20.002,-59.9984,-10.0003,-0.0363922,-0.0247192,-0.00137329,13,-128,60
173,14,8,9,477,20.002,-59.9991,-10.001,0,0,0.0254059,7,-130,58
174,14,8,9,482,20.002,-59.9991,-10.001,0.00617981,0,-0.0466919,8,-130,60
175,14,8,9,487,20.002,-59.9991,-10.001,-0.0171661,0,0,9,-130,59
176,14,8,9,492,20.002,-59.9998,-10.001,0,0,0.0460052,8,-129,55
177,14,8,9,497,20.0013,-59.9991,-10.0003,-0.0453186,0,0.0315857,13,-129,57
178,14,8,9,502,20.0013,-59.9984,-10.001,0,0,0.0487518,9,-130,56
179,14,8,9,507,20.0013,-59.9991,-10.001,0,-0.00137329,0.0274658,9,-129,52
180,14,8,9,512,20.0013,-59.9991,-10.001,-0.00343323,0,-0.0322723,7,-130,58
181,14,8,9,517,20.0013,-59.9984,-10.001,0,0,0.0645447,10,-129,55
182,14,8,9,522,20.0013,-59.9984,-10.0003,0,0,-0.0164795,10,-130,60
183,14,8,9,527,20.002,-59.9984,-10.001,0,0,0,10,-129,58
184,14,8,9,532,20.0013,-59.9984,-10.001,0,0,-0.00205994,9,-130,61
185,14,8,9,537,20.0013,-59.9991,-10.001,0.00549316,0,0.00480652,10,-129,56
186,14,8,9,542,20.0013,-59.9991,-10.001,0,0,0,10,-130,57
187,14,8,9,547,20.002,-59.9998,-10.0003,0,0,0,10,-129,57
188,14,8,9,552,20.002,-59.9991,-10.001,0,0,-0.0563049,9,-129,64
189,14,8,9,557,20.0013,-59.9991,-10.0003,0,0,-0.0260925,10,-130,56
190,14,8,9,562,20.0013,-59.9991,-10.001,0,0,-0.0714111,10,-129,64
191,14,8,9,567,20.0013,-59.9991,-10.001,0,0.0144196,0.00411987,10,-129,57
192,14,8,9,572,20.002,-59.9991,-10.001,0.0185394,-0.000686646,0,8,-129,58
193,14,8,9,577,20.002,-59.9991,-10.001,0,0,0,10,-130,58
194,14,8,9,582,20.002,-59.9991,-10.001,0,0,0,9,-130,58
195,14,8,9,587,20.002,-59.9984,-10.001,0,0,-0.00137329,9,-129,58
196,14,8,9,592,20.0013,-59.9991,-10.001,0.00137329,0,0,12,-130,58
197,14,8,9,597,20.0013,-59.9998,-10.001,-0.000686646,0,-0.00617981,11,-129,58
198,14,8,9,602,20.0013,-59.9991,-10.001,0,0,0,10,-129,58
199,14,8,9,607,20.0013,-59.9991,-10.001,-0.00137329,0,0,10,-129,56
200,14,8,9,612,20.0013,-59.9991,-10.001,0,0,0,11,-130,57
201,14,8,9,617,20.0013,-59.9991,-10.001,0,0,0.0274658,10,-130,55
202,14,8,9,622,20.0013,-59.9984,-10.001,0,-0.0384521,-0.0384521,10,-129,60
203,14,8,9,627,20.0013,-59.9984,-10.001,-0.0343323,0.00343323,0.00480652,14,-130,58
204,14,8,9,632,20.0013,-59.9998,-10.001,0.00205994,0,0,10,-130,57
205,14,8,9,637,20.0013,-59.9991,-10.001,0,0,0,11,-129,56
206,14,8,9,642,20.0013,-59.9991,-10.001,0,0,0,10,-129,56
207,14,8,9,646,20.0013,-59.9991,-10.001,-0.00411987,0,-0.075531,10,-130,63
208,14,8,9,651,20.0013,-59.9991,-10.001,0,0,0.00549316,11,-129,54
209,14,8,9,656,20.002,-59.9991,-10.001,0,0,0.00549316,11,-130,58
210,14,8,9,661,20.0013,-59.9991,-10.0003,0,0,0.0123596,10,-130,52
211,14,8,9,666,20.0013,-59.9991,-10.0003,0,0.042572,0.0322723,10,-131,52
212,14,8,9,671,20.002,-59.9991,-10.0003,0,0,0,10,-129,57
213,14,8,9,676,20.0013,-59.9991,-10.001,0.0487518,0,0,10,-129,55
214,14,8,9,681,20.002,-59.9991,-10.0017,0.000686646,0,0,10,-129,57
215,14,8,9,686,20.002,-59.9991,-10.0003,0,0,0,10,-129,57
216,14,8,9,691,20.0013,-59.9998,-10.001,0,0,0,10,-129,57
217,14,8,9,696,20.002,-59.9991,-10.0017,-0.0631714,0,0,14,-129,56
218,14,8,9,701,20.002,-59.9991,-10.0003,0,0,0,10,-129,55
219,14,8,9,706,20.0013,-59.9991,-10.001,0,0,0,11,-129,56
220,14,8,9,711,20.0013,-59.9991,-10.001,0,0,0,11,-129,56
221,14,8,9,716,20.0013,-59.9991,-10.001,0,0,0,10,-129,56
222,14,8,9,721,20.0013,-59.9991,-10.0003,0.044632,0,0,6,-129,57
223,14,8,9,726,20.0013,-59.9991,-10.001,0,0,0,11,-129,56
224,14,8,9,731,20.0006,-59.9991,-10.001,-0.0453186,0,0,16,-129,57
225,14,8,9,737,20.0006,-59.9991,-10.0017,0,0,0,12,-129,58
226,14,8,9,742,20.0006,-59.9998,-10.001,0,0,0,12,-129,56
227,14,8,9,747,20.0006,-59.9991,-10.001,0,0,0,12,-129,56
228,14,8,9,752,20.0013,-59.9991,-10.0003,0,0,0,12,-129,57
229,14,8,9,757,20.0006,-59.9991,-10.001,0,0,0,13,-129,56
230,14,8,9,762,20.0006,-59.9991,-10.001,0,0,0,13,-129,56
231,14,8,9,767,20.0006,-59.9991,-10.001,0,0,0,12,-129,56
232,14,8,9,772,20.0013,-59.9991,-10.0003,0,0,0,12,-129,55
233,14,8,9,777,20.0013,-59.9991,-10.001,0.00411987,0,0,14,-130,56
234,14,8,9,782,20.0006,-59.9991,-10.0017,0,0,0,13,-130,56
235,14,8,9,787,20.0013,-59.9991,-10.001,0,0,0,12,-129,55
236,14,8,9,792,20.0013,-59.9991,-10.001,0,0,0,13,-129,56
237,14,8,9,797,20.0013,-59.9991,-10.0003,0,0,0,13,-129,55
238,14,8,9,802,20.0013,-59.9991,-10.001,0,0,0,13,-129,55
239,14,8,9,807,20.002,-59.9991,-10.001,0,0,0,12,-129,55
240,14,8,9,812,20.002,-59.9984,-10.001,0,0,0,13,-129,57
241,14,8,9,817,20.002,-59.9998,-10.001,0,0,0,12,-129,54
242,14,8,9,822,20.0013,-59.9998,-10.001,0,0,0,12,-128,55
243,14,8,9,827,20.0013,-59.9991,-10.0003,0,-0.00549316,0,12,-129,54
244,14,8,9,832,20.0013,-59.9991,-10.0017,-0.0700378,0.0363922,0,15,-129,55
245,14,8,9,837,20.0013,-59.9991,-10.001,0,-0.0205994,0.0590515,13,-128,52
246,14,8,9,842,20.0013,-59.9984,-10.001,0,0,0,13,-129,56
247,14,8,9,847,20.002,-59.9984,-10.0003,0,0,0,12,-129,54
248,14,8,9,852,20.0013,-59.9991,-10.001,-0.000686646,0,0,14,-128,54
249,14,8,9,857,20.0013,-59.9991,-10.001,0,0,0,12,-129,55
250,14,8,9,862,20.0013,-59.9991,-10.0003,0,0,0,12,-129,54
251,14,8,9,867,20.0013,-59.9991,-10.001,0,0,0,11,-128,54
252,14,8,9,872,20.0013,-59.9984,-10.0003,0,0,0,13,-129,54
253,14,8,9,877,20.0013,-59.9984,-10.001,0,0,0,13,-129,55
254,14,8,9,882,20.0013,-59.9991,-10.0017,0,0,0,12,-129,54
255,14,8,9,887,20.0006,-59.9991,-10.0017,0,0,0,13,-129,55
256,14,8,9,892,20.0013,-59.9991,-10.001,0,0,0,12,-129,56
257,14,8,9,897,20.0006,-59.9998,-10.001,0,0,0,12,-129,55
258,14,8,9,902,20.0006,-59.9998,-10.001,0,0,0,14,-129,55
259,14,8,9,907,20.0006,-59.9991,-10.001,0,0,0,14,-129,54
260,14,8,9,912,20.0006,-59.9991,-10.001,0,0,0,13,-129,55
261,14,8,9,917,20.0006,-59.9991,-10.0017,-0.0343323,0,0,14,-129,55
262,14,8,9,922,20.0006,-59.9991,-10.001,0.00617981,0,0,15,-129,54
263,14,8,9,927,20.0006,-59.9984,-10.0003,-0.000686646,0,0,15,-129,54
264,14,8,9,932,20.0013,-59.9991,-10.001,0.00686646,0,0,15,-129,55
265,14,8,9,937,20.0013,-59.9991,-10.001,0.0171661,0,0,15,-129,54
266,14,8,9,942,20.0013,-59.9991,-10.001,0.0720978,0,0,11,-129,54
267,14,8,9,947,20.0013,-59.9998,-10.001,-0.0295258,0,0,13,-129,54
268,14,8,9,952,20.0013,-59.9991,-10.001,-0.0494385,0,0,16,-130,55
269,14,8,9,957,20.0013,-59.9998,-10.0017,0,0,0,15,-129,54
270,14,8,9,962,20.0013,-59.9991,-10.001,0.0109863,0,0,14,-129,54
271,14,8,9,967,20.0013,-59.9991,-10.0017,-0.0501251,0,0,17,-129,56
272,14,8,9,972,20.0006,-59.9991,-10.001,-0.0363922,0,0,20,-129,54
273,14,8,9,977,20.0013,-59.9991,-10.001,0.00617981,0,0,17,-129,54
274,14,8,9,982,20.0013,-59.9984,-10.001,0.000686646,-0.00274658,0,14,-130,54
275,14,8,9,987,20.0006,-59.9991,-10.001,0.000686646,0.00892639,0,15,-128,52
276,14,8,9,992,20.0006,-59.9984,-10.0003,0,0,0,15,-129,55
277,14,8,9,997,20.0013,-59.9991,-10.001,0,0.0157928,0,16,-129,55
278,14,8,10,2,20.0013,-59.9998,-10.0003,0,0.0233459,0,15,-127,54
279,14,8,10,7,20.0006,-59.9991,-10.001,0,-0.00686646,0,15,-129,54
280,14,8,10,12,20.0013,-59.9991,-10.001,0,0,0,16,-129,54
281,14,8,10,17,20.0013,-59.9998,-10.0017,0,-0.00686646,0,16,-129,55
282,14,8,10,21,20.0013,-59.9991,-10.0003,0,0,0,16,-129,54
283,14,8,10,26,20.0006,-59.9991,-10.0017,0,0.00137329,0,16,-129,55
284,14,8,10,31,20.0013,-59.9991,-10.001,0,0,0,16,-128,55
285,14,8,10,36,20.0013,-59.9991,-10.001,0,0,0,14,-129,54
286,14,8,10,41,20.0013,-59.9991,-10.001,0.0370789,0.000686646,0,15,-130,55
287,14,8,10,46,20.0006,-59.9998,-10.001,0,0,0,16,-129,56
288,14,8,10,51,20.0013,-59.9991,-10.001,0,0,0,15,-129,55
289,14,8,10,56,20.0013,-59.9998,-10.001,-0.0240326,0,0,14,-129,50
290,14,8,10,61,20.002,-59.9998,-10.001,0,0,0,14,-128,54
291,14,8,10,66,20.0013,-59.9984,-10.0017,0,0,0,15,-129,55
292,14,8,10,71,20.0006,-59.9991,-10.001,0,0,0,16,-129,56
293,14,8,10,76,20.0013,-59.9991,-10.001,0,0,0,16,-129,55
294,14,8,10,81,20.0013,-59.9991,-10.0003,0,0,0,15,-129,54
295,14,8,10,86,20.0006,-59.9991,-10.001,0,0,0,16,-128,55
296,14,8,10,91,20.0013,-59.9984,-10.001,0,0,0,15,-129,55
297,14,8,10,119,20.0006,-59.9991,-10.0003,-0.000686646,0,0,17,-129,55
298,14,8,10,119,20.0006,-59.9991,-10.0003,-0.000686646,0,0,17,-129,55
299,14,8,10,119,20.0006,-59.9991,-10.0003,0.0611115,0,0,13,-129,54
300,14,8,10,119,20.0006,-59.9991,-10.001,0.0611115,0,0,13,-129,54
301,14,8,10,119,20.0006,-59.9991,-10.001,0.0611115,0,0,13,-129,54
302,14,8,10,122,20.0006,-59.9998,-10.0003,-0.0185394,0,0,20,-129,54
303,14,8,10,127,20.0006,-59.9991,-10.001,-0.0137329,0,0,21,-128,54
304,14,8,10,132,20.0006,-59.9991,-10.001,0.00411987,0,0,18,-129,55
305,14,8,10,137,20.0013,-59.9991,-10.001,0.00274658,0,0,17,-129,54
306,14,8,10,142,20.0013,-59.9991,-10.001,0.0102997,0,0,17,-129,55
307,14,8,10,147,20.0006,-59.9991,-10.001,0.0487518,0,0,16,-129,54
308,14,8,10,152,20.0006,-59.9991,-10.0017,0.00617981,0,0,14,-128,55
309,14,8,10,157,20.0006,-59.9991,-10.0017,0.044632,0,0,14,-129,54
310,14,8,10,162,20.0013,-59.9991,-10.001,-0.00411987,0,0,18,-129,54
311,14,8,10,167,20.0013,-59.9991,-10.001,0,0,0,18,-129,55
312,14,8,10,172,20.0013,-59.9984,-10.001,0,0,0,18,-129,53
313,14,8,10,177,20.0013,-59.9998,-10.001,0,0,0,17,-129,54
314,14,8,10,182,20.0013,-59.9998,-10.001,0,0,0,16,-128,55
315,14,8,10,187,20.0006,-59.9998,-10.001,0,0,0,17,-128,53
316,14,8,10,192,20.0013,-59.9991,-10.001,0,0,0,18,-128,54
317,14,8,10,197,20.0013,-59.9984,-10.001,0,0,0,17,-129,53
318,14,8,10,202,20.002,-59.9984,-10.0003,0,0,0,16,-129,53
319,14,8,10,207,20.002,-59.9998,-10.001,0,0,0,17,-129,53
320,14,8,10,211,20.0013,-59.9991,-10.001,0,0,0,17,-129,53
321,14,8,10,216,20.0006,-59.9991,-10.001,0,0,0,17,-129,52
