count,hour,minute,second,msec,pos1,pos2,pos3,vel1,vel2,vel3,cur1,cur2,cur3
73,11,59,42,905,-2.0208,-68.4345,-20.2444,0,0,-0.0226593,19,-138,50
74,11,59,42,910,-2.0208,-68.4345,-20.2437,0,0,0,19,-138,52
75,11,59,42,915,-2.02011,-68.4345,-20.2437,0,-0.0137329,0,19,-138,52
76,11,59,42,920,-2.0208,-68.4345,-20.2437,0,0,0,19,-138,54
77,11,59,42,925,-2.02011,-68.4345,-20.2437,0,-0.000686646,0,19,-139,53
78,11,59,42,930,-2.02011,-68.4345,-20.2437,0,0,0.0254059,15,-139,52
79,11,59,42,935,-2.0208,-68.4345,-20.2437,0,0,0,18,-138,55
80,11,59,42,940,-2.0208,-68.4345,-20.2437,0,-0.0267792,0,17,-138,55
81,11,59,42,945,-2.0208,-68.4352,-20.2437,0,-0.011673,-0.0274658,17,-139,55
82,11,59,42,950,-2.0208,-68.4345,-20.2437,0,0.00343323,0,18,-138,56
83,11,59,42,955,-2.0208,-68.4352,-20.2437,0,0,0,17,-138,57
84,11,59,42,960,-2.02011,-68.4352,-20.2437,0.0102997,-0.0384521,0,19,-136,57
85,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,0,17,-138,60
86,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,0,17,-138,60
87,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,0,17,-138,60
88,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,0,17,-138,60
89,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,-0.0398254,15,-138,67
90,11,59,42,990,-2.0208,-68.4345,-20.2444,0,0,-0.0398254,15,-138,67
91,11,59,42,995,-2.0208,-68.4352,-20.2444,0,-0.0460052,0,16,-136,61
92,11,59,43,0,-2.0208,-68.4352,-20.2437,0,0,0,14,-137,61
93,11,59,43,5,-2.0208,-68.4352,-20.2437,0,-0.0254059,0,15,-138,62
94,11,59,43,10,-2.02011,-68.4352,-20.2444,0,0.00274658,0,13,-137,62
95,11,59,43,15,-2.0208,-68.4352,-20.2444,0,-0.0432587,0,15,-135,63
96,11,59,43,20,-2.02148,-68.4352,-20.243,0,0,0,12,-138,63
97,11,59,43,25,-2.02148,-68.4359,-20.243,0,0.00411987,0,16,-138,64
98,11,59,43,30,-2.02148,-68.4359,-20.243,0,0,0,14,-138,64
99,11,59,43,35,-2.02148,-68.4359,-20.243,0.0178528,0,-0.0164795,11,-138,65
100,11,59,43,40,-2.02148,-68.4352,-20.2437,0,-0.0466919,0.00343323,16,-136,66
101,11,59,43,45,-2.02148,-68.4359,-20.243,-0.0288391,0,0,15,-138,65
102,11,59,43,50,-2.02148,-68.4352,-20.2423,0.0302124,0,0,15,-138,65
103,11,59,43,55,-2.02148,-68.4352,-20.2423,0.0624847,0,0,9,-138,64
104,11,59,43,60,-2.0208,-68.4352,-20.243,-0.00411987,0,0,14,-139,63
105,11,59,43,65,-2.02148,-68.4352,-20.2423,0,-0.044632,0,12,-135,64
106,11,59,43,70,-2.02148,-68.4352,-20.2416,0,0,0,16,-138,63
107,11,59,43,75,-2.02148,-68.4359,-20.2423,-0.0157928,0,0,15,-138,65
108,11,59,43,80,-2.0208,-68.4352,-20.2423,0,-0.0199127,0,14,-136,63
109,11,59,43,85,-2.02148,-68.4359,-20.2423,0.0102997,0,0,12,-138,63
110,11,59,43,90,-2.0208,-68.4345,-20.2423,0.0123596,0,0,8,-138,63
111,11,59,43,95,-2.02011,-68.4359,-20.2423,-0.0254059,-0.00892639,0,16,-138,62
112,11,59,43,101,-2.0208,-68.4359,-20.2416,-0.0260925,0,0,14,-138,63
113,11,59,43,106,-2.02011,-68.4352,-20.2423,0.00617981,0.0343323,0,11,-139,61
114,11,59,43,111,-2.0208,-68.4359,-20.2416,0.00480652,0,0,9,-138,62
115,11,59,43,116,-2.0208,-68.4352,-20.2423,0.0727844,0,0,8,-138,63
116,11,59,43,121,-2.0208,-68.4352,-20.2416,0.0254059,0.0109863,0,10,-138,63
117,11,59,43,126,-2.0208,-68.4359,-20.2423,0.0631714,0,0,6,-137,62
118,11,59,43,131,-2.0208,-68.4345,-20.2416,0,0,0,12,-138,61
119,11,59,43,136,-2.0208,-68.4359,-20.2423,0,0,0,11,-138,62
120,11,59,43,141,-2.0208,-68.4359,-20.2416,0,0,0,12,-138,62
121,11,59,43,146,-2.0208,-68.4352,-20.2423,0,0,0,8,-138,62
122,11,59,43,151,-2.0208,-68.4352,-20.2416,0,0,0,10,-137,60
123,11,59,43,156,-2.0208,-68.4359,-20.2423,0,-0.030899,0,8,-136,60
124,11,59,43,161,-2.0208,-68.4359,-20.2416,0,0,0,8,-137,62
125,11,59,43,187,-2.0208,-68.4352,-20.2423,0,0,0,8,-137,60
126,11,59,43,187,-2.0208,-68.4352,-20.2423,0,0,0,8,-137,60
127,11,59,43,188,-2.0208,-68.4352,-20.2423,0,0,0,8,-139,61
128,11,59,43,188,-2.0208,-68.4359,-20.2423,0,0.0315857,0,8,-139,61
129,11,59,43,188,-2.0208,-68.4359,-20.2423,0,0.0315857,0,8,-139,61
130,11,59,43,191,-2.0208,-68.4359,-20.2416,0,-0.00480652,0,8,-138,61
131,11,59,43,196,-2.02148,-68.4345,-20.2423,0,0,0,8,-138,61
132,11,59,43,201,-2.0208,-68.4352,-20.2423,0,-0.00137329,0,7,-138,60
133,11,59,43,206,-2.0208,-68.4352,-20.2423,0,-0.0247192,0,8,-136,60
134,11,59,43,211,-2.0208,-68.4366,-20.243,-0.0178528,0,0,12,-138,61
135,11,59,43,216,-2.02148,-68.4359,-20.2423,-0.000686646,0,0,8,-138,61
136,11,59,43,221,-2.02148,-68.4359,-20.2423,0,0,0,7,-138,60
137,11,59,43,226,-2.02148,-68.4359,-20.2416,-0.0295258,0.000686646,0,8,-138,60
138,11,59,43,231,-2.02148,-68.4359,-20.2423,0,0,0,8,-138,60
139,11,59,43,236,-2.02148,-68.4359,-20.2423,0,0,0,8,-138,59
140,11,59,43,241,-2.0208,-68.4359,-20.2423,0,-0.0281525,0,7,-135,59
141,11,59,43,246,-2.0208,-68.4359,-20.2416,0,0,0,8,-138,60
142,11,59,43,251,-2.02148,-68.4352,-20.2423,0,0,0,5,-137,61
143,11,59,43,256,-2.02148,-68.4366,-20.2416,0,0,0,10,-138,59
144,11,59,43,261,-2.0208,-68.4352,-20.2423,0.00137329,0,0,6,-137,58
145,11,59,43,266,-2.02148,-68.4359,-20.2423,0,0,0,7,-138,59
146,11,59,43,270,-2.02148,-68.4359,-20.2423,0,0,0,5,-137,58
147,11,59,43,275,-2.02148,-68.4359,-20.2423,0,-0.0288391,0,8,-136,60
148,11,59,43,280,-2.0208,-68.4359,-20.243,0,0,0,3,-137,59
149,11,59,43,285,-2.02011,-68.4359,-20.2423,0,0,0,4,-138,60
150,11,59,43,290,-2.0208,-68.4359,-20.2423,0,0,0,3,-138,59
151,11,59,43,295,-2.0208,-68.4352,-20.2423,0,0,0,6,-138,59
152,11,59,43,300,-2.02148,-68.4359,-20.2423,0,0,0,5,-137,58
153,11,59,43,305,-2.02148,-68.4352,-20.2416,0,0,0,6,-137,59
154,11,59,43,310,-2.0208,-68.4359,-20.2416,0,-0.00205994,0,4,-138,59
155,11,59,43,315,-2.02011,-68.4352,-20.2423,0,-0.0363922,0,2,-137,58
156,11,59,43,320,-2.0208,-68.4366,-20.2423,0,0,0,3,-137,58
157,11,59,43,325,-2.0208,-68.4359,-20.2423,0,0,0,4,-137,58
158,11,59,43,330,-2.0208,-68.4359,-20.2423,0,0,0,6,-137,59
159,11,59,43,335,-2.0208,-68.4359,-20.243,0.00823975,0,0,6,-138,60
160,11,59,43,340,-2.02148,-68.4352,-20.2423,0.0178528,-0.00411987,0,5,-138,58
161,11,59,43,345,-2.02148,-68.4359,-20.2423,0.0645447,-0.0460052,0,2,-135,58
162,11,59,43,350,-2.0208,-68.4359,-20.2423,0,0,0,4,-138,58
163,11,59,43,355,-2.0208,-68.4359,-20.2423,0,0,0,3,-137,58
164,11,59,43,360,-2.0208,-68.4352,-20.2423,0,0,0,3,-138,59
165,11,59,43,365,-2.0208,-68.4359,-20.2423,0,0,0,1,-138,59
166,11,59,43,370,-2.0208,-68.4352,-20.2423,0,0,0,3,-138,57
167,11,59,43,375,-2.0208,-68.4359,-20.2416,0,0,0,2,-138,57
168,11,59,43,380,-2.0208,-68.4352,-20.2423,0,0,0,2,-138,59
169,11,59,43,385,-2.02148,-68.4359,-20.2423,0,0,0,2,-137,57
170,11,59,43,390,-2.02148,-68.4359,-20.2423,0,0,0,4,-138,57
171,11,59,43,395,-2.02148,-68.4359,-20.2423,0,0.00205994,0,1,-138,58
172,11,59,43,400,-2.02148,-68.4359,-20.2423,-0.00686646,-0.00137329,0,8,-137,58
173,11,59,43,405,-2.02148,-68.4359,-20.2423,0,-0.00823975,0,3,-136,58
174,11,59,43,410,-2.02217,-68.4359,-20.2416,0,0,0,3,-138,56
175,11,59,43,415,-2.02148,-68.4359,-20.2423,0,0,0,4,-137,57
176,11,59,43,420,-2.02148,-68.4359,-20.2416,0,0,0,4,-137,57
177,11,59,43,425,-2.02148,-68.4359,-20.2423,0,0,0,5,-138,57
178,11,59,43,430,-2.0208,-68.4359,-20.2423,0,0,0,4,-137,56
179,11,59,43,435,-2.0208,-68.4352,-20.2423,0,0,0,3,-138,57
180,11,59,43,440,-2.02148,-68.4366,-20.2423,0,0,0,3,-137,57
181,11,59,43,445,-2.0208,-68.4359,-20.2416,0,0,0,3,-137,55
182,11,59,43,450,-2.0208,-68.4352,-20.2416,0,0,0,1,-138,56
183,11,59,43,455,-2.0208,-68.4359,-20.2423,0,0,0,1,-137,57
184,11,59,43,460,-2.02148,-68.4359,-20.2423,0,0,0,1,-138,57
185,11,59,43,465,-2.02148,-68.4359,-20.2423,0,0,0,3,-138,56
186,11,59,43,470,-2.0208,-68.4359,-20.2423,0,0,0,2,-137,56
187,11,59,43,476,-2.02148,-68.4359,-20.2423,0,0,0,1,-139,55
188,11,59,43,481,-2.02148,-68.4352,-20.2423,0,0.0453186,0,2,-140,55
189,11,59,43,486,-2.0208,-68.4359,-20.2416,0,0,0,1,-138,56
190,11,59,43,490,-2.0208,-68.4366,-20.2416,0,0,0,2,-137,55
191,11,59,43,495,-2.02148,-68.4352,-20.2423,0,0,0,1,-137,54
192,11,59,43,500,-2.02148,-68.4352,-20.2423,0,0,0,1,-138,56
193,11,59,43,505,-2.0208,-68.4366,-20.2423,0,0,0,0,-138,55
194,11,59,43,510,-2.0208,-68.4359,-20.2416,0,0,0,2,-137,54
195,11,59,43,515,-2.0208,-68.4359,-20.2416,0,-0.000686646,0,1,-138,54
196,11,59,43,520,-2.0208,-68.4366,-20.2423,0,0,0,1,-137,55
197,11,59,43,525,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
198,11,59,43,530,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
199,11,59,43,535,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
200,11,59,43,540,-2.02148,-68.4366,-20.2423,0.0652313,0,0,-2,-137,54
201,11,59,43,545,-2.0208,-68.4359,-20.2423,-0.0384521,0,0,-2,-137,56
202,11,59,43,550,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,55
203,11,59,43,555,-2.02148,-68.4359,-20.2423,0,-0.0343323,0,0,-136,54
204,11,59,43,560,-2.02148,-68.4366,-20.2423,0,-0.00480652,0,0,-136,55
205,11,59,43,565,-2.02148,-68.4359,-20.2423,0,-0.000686646,0,0,-138,54
206,11,59,43,570,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
207,11,59,43,575,-2.02148,-68.4359,-20.2416,0,0,0,0,-137,54
208,11,59,43,580,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
209,11,59,43,585,-2.0208,-68.4359,-20.2416,0,0,0,0,-138,53
210,11,59,43,590,-2.0208,-68.4359,-20.2416,0,0,0,0,-137,53
211,11,59,43,595,-2.02148,-68.4359,-20.2423,0,0,0,0,-137,54
212,11,59,43,600,-2.02148,-68.4359,-20.2423,0,0,0,0,-137,54
213,11,59,43,605,-2.02148,-68.4359,-20.2423,0,0,0,0,-138,54
214,11,59,43,610,-2.02148,-68.4366,-20.2423,0,0,0,0,-137,54
215,11,59,43,615,-2.0208,-68.4359,-20.2423,0,0,0,-1,-137,53
216,11,59,43,620,-2.02148,-68.4359,-20.2423,0,0,0,0,-137,54
217,11,59,43,625,-2.02148,-68.4359,-20.2423,0.00137329,0,0,-1,-137,54
218,11,59,43,630,-2.0208,-68.4359,-20.2416,0,0,0,-1,-137,54
219,11,59,43,635,-2.02148,-68.4359,-20.2423,0,0,0,0,-137,54
220,11,59,43,640,-2.0208,-68.4359,-20.2416,0,0,0,-1,-137,54
221,11,59,43,645,-2.02011,-68.4359,-20.243,-0.0123596,0,0,1,-138,53
222,11,59,43,650,-2.0208,-68.4352,-20.2423,-0.00686646,0,0,-3,-137,54
223,11,59,43,655,-2.02148,-68.4352,-20.2416,-0.0240326,0,0,-3,-137,52
224,11,59,43,660,-2.02148,-68.4359,-20.2416,0,0,0,0,-137,53
225,11,59,43,666,-2.0208,-68.4359,-20.2423,0,0,0,0,-137,54
226,11,59,43,671,-2.0208,-68.4359,-20.2423,0,0,0,-3,-137,53
227,11,59,43,676,-2.0208,-68.4359,-20.2423,0,0,0,-1,-137,53
228,11,59,43,681,-2.0208,-68.4359,-20.2423,0,0,0,-1,-137,52
229,11,59,43,686,-2.0208,-68.4359,-20.2423,0,0,0,-2,-137,52
230,11,59,43,691,-2.02148,-68.4366,-20.2416,0,0,0,-2,-137,52
231,11,59,43,696,-2.02148,-68.4359,-20.2423,0,0,0,-2,-137,53
232,11,59,43,701,-2.0208,-68.4359,-20.2423,0,0,0,-2,-137,52
233,11,59,43,706,-2.0208,-68.4359,-20.2423,0,-0.000686646,0,-2,-137,52
234,11,59,43,711,-2.0208,-68.4359,-20.2416,0,-0.0219727,0,-3,-137,52
235,11,59,43,716,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,52
236,11,59,43,721,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,53
237,11,59,43,726,-2.0208,-68.4352,-20.243,0,0,0,-4,-136,52
238,11,59,43,731,-2.02148,-68.4359,-20.243,-0.00343323,0,0,-3,-137,54
239,11,59,43,736,-2.0208,-68.4359,-20.2423,0.00137329,0,0,0,-137,54
240,11,59,43,741,-2.02148,-68.4359,-20.2416,-0.0274658,0,0,-3,-137,52
241,11,59,43,746,-2.0208,-68.4359,-20.2423,-0.000686646,0,0,-3,-137,53
242,11,59,43,751,-2.02148,-68.4366,-20.2423,0,0,0,-4,-136,52
243,11,59,43,756,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,53
244,11,59,43,761,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,52
245,11,59,43,766,-2.0208,-68.4359,-20.2423,0,0,0,-3,-136,52
246,11,59,43,771,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,52
247,11,59,43,776,-2.0208,-68.4359,-20.2423,0,0,0,-4,-137,53
248,11,59,43,781,-2.02148,-68.4352,-20.2416,0,0,0,-4,-137,51
249,11,59,43,786,-2.02148,-68.4359,-20.2423,0,0,0,-3,-137,52
250,11,59,43,791,-2.02148,-68.4359,-20.2423,-0.0775909,0,0,0,-138,52
251,11,59,43,796,-2.02148,-68.4359,-20.2423,0,0,0,-3,-136,52
252,11,59,43,801,-2.02148,-68.4359,-20.2423,0,0,0,-4,-137,51
253,11,59,43,806,-2.0208,-68.4359,-20.2423,0.00823975,0,0,-7,-137,52
254,11,59,43,811,-2.0208,-68.4359,-20.2416,0,0,0,-2,-137,53
255,11,59,43,816,-2.02148,-68.4359,-20.2416,0,0,0,-4,-137,50
256,11,59,43,821,-2.02148,-68.4359,-20.2423,0,0,0,-4,-137,51
257,11,59,43,826,-2.0208,-68.4359,-20.2423,0,0,0,-4,-137,51
258,11,59,43,831,-2.0208,-68.4359,-20.2423,0,0,0,-4,-137,50
259,11,59,43,835,-2.02148,-68.4359,-20.2416,0,0,0,-4,-137,50
260,11,59,43,840,-2.0208,-68.4359,-20.2416,0,0,0,-5,-137,52
261,11,59,43,845,-2.0208,-68.4359,-20.2416,0,0,0,-5,-137,51
262,11,59,43,850,-2.02217,-68.4359,-20.2423,0,0,0,-5,-136,50
263,11,59,43,855,-2.02148,-68.4359,-20.2416,0,0,0,-5,-136,51
264,11,59,43,860,-2.02148,-68.4359,-20.2416,0,0,0,-5,-137,50
265,11,59,43,865,-2.0208,-68.4359,-20.2416,0,0,0,-5,-137,50
266,11,59,43,870,-2.02011,-68.4366,-20.2416,0,0,0,-6,-136,49
267,11,59,43,875,-2.0208,-68.4359,-20.2416,0,0,0,-6,-137,49
268,11,59,43,880,-2.0208,-68.4359,-20.2416,0,0,0,-6,-137,50
269,11,59,43,885,-2.02148,-68.4359,-20.243,-0.0102997,0,-0.0164795,-5,-136,50
270,11,59,43,890,-2.0208,-68.4359,-20.243,0,0,0,-6,-137,50
271,11,59,43,895,-2.02148,-68.4359,-20.2423,0,0,0,-6,-136,51
272,11,59,43,900,-2.02148,-68.4352,-20.2423,0.000686646,0,0,-5,-137,49
273,11,59,43,905,-2.02148,-68.4359,-20.2416,0,0,0,-4,-137,50
274,11,59,43,910,-2.02217,-68.4352,-20.2423,0,0,0,-5,-137,50
275,11,59,43,915,-2.02148,-68.4359,-20.2423,-0.0315857,0,0,-1,-136,50
276,11,59,43,920,-2.02148,-68.4359,-20.2416,0,0,0,-5,-137,49
277,11,59,43,925,-2.02148,-68.4352,-20.2416,0,0,0,-5,-137,48
278,11,59,43,930,-2.02148,-68.4359,-20.2416,0,0,0.000686646,-5,-137,47
279,11,59,43,935,-2.02148,-68.4366,-20.2423,0,0,0,-5,-136,49
280,11,59,43,940,-2.02148,-68.4359,-20.2423,0,0,0,-5,-136,49
281,11,59,43,945,-2.02148,-68.4359,-20.2416,0,0,0,-5,-137,48
282,11,59,43,950,-2.02148,-68.4359,-20.2423,0,0,0,-4,-137,49
283,11,59,43,955,-2.02217,-68.4359,-20.2423,0,0,0,-5,-137,48
284,11,59,43,960,-2.02148,-68.4359,-20.2423,0,0,0,-5,-137,48
285,11,59,43,965,-2.02148,-68.4359,-20.2423,0,0,0.0205994,-5,-137,48
286,11,59,43,970,-2.02148,-68.4359,-20.2423,0,0,0.0302124,-6,-137,43
287,11,59,43,975,-2.02148,-68.4359,-20.2423,0,0,-0.00823975,-5,-136,49
288,11,59,43,980,-2.0208,-68.4359,-20.2423,0,0,0,-6,-137,50
289,11,59,43,985,-2.0208,-68.4352,-20.2416,-0.0494385,0,-0.00274658,-5,-137,49
290,11,59,43,990,-2.02148,-68.4359,-20.243,0.00480652,0,0,-5,-137,49
291,11,59,43,995,-2.02148,-68.4359,-20.2423,0,0,0,-5,-137,48
292,11,59,44,23,-2.02148,-68.4366,-20.2416,0,0,0.00411987,-6,-136,47
293,11,59,44,23,-2.02148,-68.4366,-20.2416,0,0,0.00411987,-6,-136,47
294,11,59,44,24,-2.02148,-68.4366,-20.2416,0,0,0.00411987,-6,-136,47
295,11,59,44,24,-2.02148,-68.4366,-20.2416,0,0,0.00411987,-6,-136,47
296,11,59,44,24,-2.02148,-68.4366,-20.2416,0,0,0.00411987,-6,-136,47
297,11,59,44,25,-2.02148,-68.4359,-20.2423,0,0,0.000686646,-5,-137,47
298,11,59,44,30,-2.0208,-68.4359,-20.2416,0,0,0,-6,-137,47
299,11,59,44,35,-2.0208,-68.4352,-20.2423,0,0,0,-5,-137,47
300,11,59,44,40,-2.0208,-68.4359,-20.2423,0,0,0.0720978,-6,-137,41
301,11,59,44,45,-2.02148,-68.4359,-20.2423,0,0,0.00343323,-7,-137,47
302,11,59,44,50,-2.0208,-68.4359,-20.2423,0,0,0.00343323,-7,-137,46
303,11,59,44,55,-2.0208,-68.4359,-20.2423,0,0,0,-6,-137,47
304,11,59,44,60,-2.02148,-68.4359,-20.2423,0,0,0,-6,-137,48
305,11,59,44,65,-2.02148,-68.4359,-20.2423,0,0,0,-6,-137,47
306,11,59,44,70,-2.02148,-68.4366,-20.2416,0,0,0.0528717,-5,-137,42
307,11,59,44,75,-2.02148,-68.4366,-20.2423,0.0075531,0,-0.00205994,-7,-136,51
308,11,59,44,80,-2.02148,-68.4366,-20.2423,-0.0686646,0,0,-4,-136,47
309,11,59,44,85,-2.02148,-68.4359,-20.243,-0.00411987,0,0,-4,-137,46
310,11,59,44,90,-2.02148,-68.4359,-20.2423,0,0,0,-6,-136,48
311,11,59,44,95,-2.02148,-68.4366,-20.2423,0,0,0,-6,-137,47
312,11,59,44,100,-2.02148,-68.4366,-20.2423,0,0,0.0185394,-6,-136,42
313,11,59,44,106,-2.02217,-68.4352,-20.2423,0,0,0.00274658,-6,-136,47
314,11,59,44,111,-2.02148,-68.4359,-20.2423,0,0,0,-6,-136,46
