count,hour,minute,second,msec,pos1,pos2,pos3,vel1,vel2,vel3,cur1,cur2,cur3
1,18,57,40,861,20.0075,-59.9833,-9.9955,0,-0.044632,0.0192261,38,-114,5
2,18,57,40,866,20.0082,-59.984,-9.9955,0,-0.0377655,-0.0192261,37,-116,11
3,18,57,40,871,20.0082,-59.984,-9.9955,0,-0.0343323,0.00686646,37,-115,9
4,18,57,40,876,20.0089,-59.9833,-9.9955,0,-0.032959,0.0418854,37,-116,8
5,18,57,40,881,20.0082,-59.984,-9.9955,0,-0.00480652,0,36,-118,9
6,18,57,40,886,20.0089,-59.984,-9.9955,0,-0.042572,0,36,-116,10
7,18,57,40,891,20.0082,-59.9847,-9.9955,0,-0.0336456,0,35,-116,10
8,18,57,40,896,20.0089,-59.9847,-9.9955,0,-0.0405121,0.0254059,35,-117,10
9,18,57,40,900,20.0082,-59.9854,-9.99481,0.0604248,-0.0357056,0,32,-118,11
10,18,57,40,905,20.0089,-59.9847,-9.99481,0,-0.0363922,0,35,-118,13
11,18,57,40,910,20.0089,-59.9847,-9.9955,-0.00549316,-0.032959,0,36,-118,14
12,18,57,40,915,20.0082,-59.9847,-9.9955,0,-0.0295258,0,36,-119,14
13,18,57,40,920,20.0082,-59.9854,-9.9955,-0.0466919,-0.042572,0,38,-118,14
14,18,57,40,925,20.0082,-59.9854,-9.99481,0,-0.0370789,0,36,-119,13
15,18,57,40,930,20.0089,-59.986,-9.9955,0.00137329,-0.0405121,0,33,-119,16
16,18,57,40,935,20.0089,-59.986,-9.9955,0,-0.0377655,0,35,-120,19
17,18,57,40,940,20.0082,-59.9854,-9.99481,0,-0.044632,0,34,-120,18
18,18,57,40,945,20.0082,-59.986,-9.9955,0,0,0,35,-122,18
19,18,57,40,950,20.0089,-59.986,-9.9955,0.00961304,-0.0398254,0.0686646,36,-119,13
20,18,57,40,955,20.0089,-59.9854,-9.9955,0,-0.0405121,-0.0102997,35,-121,19
21,18,57,40,960,20.0089,-59.986,-9.99619,-0.00892639,-0.0178528,0.0398254,35,-123,19
22,18,57,40,965,20.0089,-59.986,-9.99481,0,-0.0123596,0,34,-123,21
23,18,57,40,970,20.0082,-59.986,-9.9955,-0.00205994,-0.0391388,0,34,-121,21
24,18,57,40,975,20.0089,-59.986,-9.9955,0,-0.00411987,0,35,-124,23
25,18,57,40,980,20.0089,-59.9867,-9.9955,0.0624847,-0.0233459,0,29,-121,25
26,18,57,40,985,20.0095,-59.986,-9.99481,0,0,0,33,-123,25
27,18,57,40,990,20.0095,-59.9867,-9.9955,-0.00205994,-0.0178528,0,31,-121,24
28,18,57,40,995,20.0095,-59.9867,-9.99481,0,-0.0178528,0,33,-124,25
29,18,57,41,0,20.0095,-59.9867,-9.9955,0.0377655,-0.0391388,-0.0178528,32,-123,28
30,18,57,41,5,20.0095,-59.9874,-9.9955,0.0192261,-0.0288391,0.0185394,28,-124,23
31,18,57,41,10,20.0095,-59.9874,-9.9955,0,-0.0343323,0,31,-122,28
32,18,57,41,15,20.0102,-59.9874,-9.9955,0,-0.0130463,0,31,-124,28
33,18,57,41,20,20.0095,-59.9874,-9.99481,0,0.00274658,0,30,-125,29
34,18,57,41,25,20.0102,-59.9874,-9.99481,0,-0.030899,0,31,-122,30
35,18,57,41,30,20.0095,-59.9874,-9.99481,0,-0.0178528,0,29,-124,30
36,18,57,41,35,20.0102,-59.9881,-9.9955,0,-0.0233459,0,29,-124,31
37,18,57,41,40,20.0102,-59.9874,-9.99619,0,-0.0288391,0,29,-124,31
38,18,57,41,45,20.0102,-59.9874,-9.99413,0,0.00343323,0,29,-125,30
39,18,57,41,50,20.0102,-59.9874,-9.9955,0,-0.0432587,0,27,-124,32
40,18,57,41,77,20.0102,-59.9881,-9.9955,0.0109863,-0.0377655,0,23,-126,36
41,18,57,41,77,20.0102,-59.9881,-9.9955,-0.0102997,0.00343323,0,25,-127,35
42,18,57,41,77,20.0102,-59.9874,-9.99481,-0.0102997,0.00343323,0,25,-127,35
43,18,57,41,77,20.0102,-59.9874,-9.99481,-0.0102997,0.00343323,0,25,-127,35
44,18,57,41,77,20.0102,-59.9874,-9.99481,-0.0102997,0.00343323,0,25,-127,35
45,18,57,41,80,20.0109,-59.9874,-9.9955,0,0.00411987,0,24,-126,37
46,18,57,41,85,20.0102,-59.9874,-9.9955,0,-0.0219727,0,24,-128,37
47,18,57,41,90,20.0102,-59.9881,-9.9955,0,-0.0123596,0,24,-128,38
48,18,57,41,95,20.0102,-59.9881,-9.99481,0,0.00137329,0,23,-127,40
49,18,57,41,100,20.0095,-59.9888,-9.99481,0,-0.0288391,0,22,-124,40
50,18,57,41,105,20.0102,-59.9888,-9.9955,0,0.000686646,-0.0734711,22,-126,47
51,18,57,41,110,20.0102,-59.9888,-9.99481,-0.00823975,-0.0466919,0,24,-126,40
52,18,57,41,115,20.0102,-59.9895,-9.99481,-0.000686646,-0.0460052,-0.00686646,21,-126,39
53,18,57,41,120,20.0095,-59.9895,-9.9955,0,-0.00549316,0.0102997,21,-126,41
54,18,57,41,125,20.0102,-59.9888,-9.9955,0,0.00343323,0,21,-127,43
55,18,57,41,130,20.0102,-59.9895,-9.99481,0,-0.0466919,0,20,-125,43
56,18,57,41,135,20.0102,-59.9895,-9.9955,0,-0.00137329,0,19,-125,44
57,18,57,41,140,20.0102,-59.9895,-9.9955,0,-0.0343323,0,19,-124,45
58,18,57,41,145,20.0102,-59.9895,-9.99481,0,-0.030899,0,18,-126,45
59,18,57,41,150,20.0109,-59.9888,-9.9955,0,-0.044632,0,19,-125,45
60,18,57,41,155,20.0109,-59.9895,-9.99481,-0.0528717,0,0,23,-127,46
61,18,57,41,160,20.0102,-59.9895,-9.99481,0,0.00343323,0.0130463,18,-126,46
62,18,57,41,165,20.0102,-59.9888,-9.9955,0,0.00343323,0.0199127,18,-127,47
63,18,57,41,170,20.0102,-59.9895,-9.99481,0,-0.00823975,0,17,-125,47
64,18,57,41,175,20.0095,-59.9895,-9.9955,0,-0.00823975,0,16,-125,49
65,18,57,41,180,20.0102,-59.9888,-9.99481,0,-0.0460052,0,16,-124,49
66,18,57,41,185,20.0102,-59.9888,-9.9955,0,-0.00823975,0,16,-125,51
67,18,57,41,190,20.0102,-59.9888,-9.9955,0,-0.00137329,0,15,-126,51
68,18,57,41,195,20.0102,-59.9895,-9.9955,0,-0.0391388,0,15,-125,51
69,18,57,41,200,20.0102,-59.9895,-9.99481,-0.00205994,0.00343323,0,15,-127,51
70,18,57,41,205,20.0102,-59.9902,-9.99481,0,-0.0432587,0.0556183,14,-124,50
71,18,57,41,210,20.0102,-59.9895,-9.9955,0,0.00343323,0,14,-127,53
72,18,57,41,215,20.0102,-59.9888,-9.99481,0,-0.0432587,0,13,-126,54
73,18,57,41,220,20.0102,-59.9895,-9.9955,0,0.00343323,0,12,-124,54
74,18,57,41,225,20.0095,-59.9895,-9.9955,0,-0.0460052,0,13,-126,55
75,18,57,41,231,20.0102,-59.9895,-9.99481,-0.0274658,-0.00274658,0,16,-126,56
76,18,57,41,236,20.0102,-59.9902,-9.99481,0,-0.000686646,0,11,-126,57
77,18,57,41,241,20.0095,-59.9895,-9.99481,0,0.00274658,0,11,-126,57
78,18,57,41,246,20.0095,-59.9895,-9.99413,0,0.00343323,0,12,-126,56
79,18,57,41,251,20.0102,-59.9902,-9.9955,0,0,0,11,-127,59
80,18,57,41,278,20.0102,-59.9888,-9.99481,0,0,0,8,-127,61
81,18,57,41,278,20.0102,-59.9888,-9.99481,0,0,0,8,-127,61
82,18,57,41,278,20.0102,-59.9888,-9.99481,0,0,0,8,-127,61
83,18,57,41,278,20.0102,-59.9888,-9.99481,0,0,0,8,-127,61
84,18,57,41,278,20.0102,-59.9888,-9.99481,0,0,0,8,-127,61
85,18,57,41,281,20.0095,-59.9902,-9.9955,0,-0.0219727,0,7,-127,61
86,18,57,41,286,20.0102,-59.9902,-9.9955,0,0.00274658,0,8,-127,62
87,18,57,41,291,20.0095,-59.9902,-9.9955,0.0274658,-0.0384521,0,3,-127,61
88,18,57,41,296,20.0095,-59.9902,-9.99481,0,0.00343323,0,7,-127,64
89,18,57,41,301,20.0102,-59.9902,-9.99481,0,-0.042572,0.0480652,6,-125,62
90,18,57,41,305,20.0089,-59.9902,-9.99481,0,-0.0384521,0,8,-126,65
91,18,57,41,310,20.0102,-59.9902,-9.9955,0,-0.00480652,-0.00686646,6,-125,65
92,18,57,41,315,20.0102,-59.9902,-9.99481,-0.0535583,0,0,12,-128,65
93,18,57,41,320,20.0102,-59.9895,-9.99481,0,0.00205994,0,5,-127,65
94,18,57,41,325,20.0102,-59.9895,-9.99481,0,0,0,5,-128,67
95,18,57,41,330,20.0102,-59.9908,-9.99481,0,-0.00686646,0,4,-127,67
96,18,57,41,335,20.0095,-59.9908,-9.99413,-0.00137329,-0.00686646,0,5,-127,67
97,18,57,41,340,20.0102,-59.9902,-9.99481,-0.0192261,-0.0219727,0,8,-128,68
98,18,57,41,345,20.0102,-59.9908,-9.99481,0,0,0,3,-127,69
99,18,57,41,351,20.0102,-59.9902,-9.99413,0,0.00205994,0,4,-128,69
100,18,57,41,355,20.0102,-59.9902,-9.99344,0,0,0,2,-128,68
101,18,57,41,360,20.0102,-59.9902,-9.99413,-0.0679779,0,0,9,-127,68
102,18,57,41,365,20.0102,-59.9902,-9.99413,0,0,0,3,-127,68
103,18,57,41,370,20.0095,-59.9902,-9.99413,0.0563049,0,0,-1,-128,68
104,18,57,41,375,20.0095,-59.9902,-9.99344,0.0514984,-0.000686646,0.00823975,-4,-128,67
105,18,57,41,380,20.0102,-59.9902,-9.99344,0,-0.000686646,0,2,-128,67
106,18,57,41,385,20.0095,-59.9902,-9.99275,0,0.00205994,0.0405121,3,-127,66
107,18,57,41,390,20.0095,-59.9908,-9.99344,-0.00961304,0,0,1,-127,68
108,18,57,41,395,20.0095,-59.9902,-9.99413,0,0,-0.00137329,2,-127,68
109,18,57,41,400,20.0102,-59.9908,-9.99344,0,-0.0164795,0.00411987,2,-128,69
110,18,57,41,405,20.0095,-59.9915,-9.99344,0.0473785,0,0.0700378,-1,-128,64
111,18,57,41,410,20.0095,-59.9908,-9.99275,0,-0.0267792,-0.0604248,2,-127,73
112,18,57,41,415,20.0095,-59.9908,-9.99344,0,-0.0343323,0.0611115,2,-125,65
113,18,57,41,421,20.0102,-59.9908,-9.99344,0.00343323,-0.000686646,-0.00205994,1,-127,68
114,18,57,41,426,20.0102,-59.9908,-9.99413,-0.042572,0.00343323,-0.00274658,1,-126,71
115,18,57,41,430,20.0095,-59.9902,-9.99413,-0.065918,-0.0315857,0,6,-126,67
116,18,57,41,435,20.0095,-59.9908,-9.99344,0,0,0,0,-128,67
117,18,57,41,440,20.0095,-59.9908,-9.99344,0.00617981,0,-0.00411987,0,-127,61
118,18,57,41,445,20.0102,-59.9902,-9.99413,0,0,-0.00205994,1,-127,67
119,18,57,41,450,20.0102,-59.9908,-9.99275,0,0,0,0,-128,66
120,18,57,41,455,20.0095,-59.9908,-9.99344,0,0.00274658,0,0,-126,67
121,18,57,41,460,20.0095,-59.9908,-9.99344,0,0,0.00137329,0,-127,65
122,18,57,41,465,20.0102,-59.9915,-9.99344,0,0.00343323,0,0,-126,66
123,18,57,41,494,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,4,-126,65
124,18,57,41,494,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,4,-126,65
125,18,57,41,494,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,4,-126,65
126,18,57,41,495,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,4,-126,65
127,18,57,41,495,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,4,-126,65
128,18,57,41,495,20.0095,-59.9908,-9.99344,-0.0453186,-0.0370789,0.00823975,-1,-127,66
129,18,57,41,500,20.0089,-59.9908,-9.99275,-0.0734711,0,0,4,-127,66
130,18,57,41,505,20.0089,-59.9908,-9.99344,-0.00137329,0.0075531,0,0,-130,67
131,18,57,41,510,20.0095,-59.9915,-9.99344,0,0,0,0,-127,67
132,18,57,41,515,20.0095,-59.9902,-9.99344,-0.0439453,0.00343323,-0.00411987,1,-127,66
133,18,57,41,520,20.0095,-59.9908,-9.99275,0,0,0,0,-128,66
134,18,57,41,525,20.0095,-59.9915,-9.99344,0,0,0,0,-127,64
135,18,57,41,530,20.0089,-59.9902,-9.99344,-0.00686646,0,0,2,-127,67
136,18,57,41,535,20.0095,-59.9915,-9.99275,0,-0.0219727,0.0267792,0,-126,63
137,18,57,41,540,20.0095,-59.9915,-9.99344,0,0,-0.0624847,0,-127,70
138,18,57,41,545,20.0095,-59.9915,-9.99344,0,0,0,0,-128,66
139,18,57,41,550,20.0095,-59.9908,-9.99275,-0.000686646,0,0.0075531,0,-128,65
140,18,57,41,555,20.0095,-59.9908,-9.99344,0,-0.00137329,0,0,-127,65
141,18,57,41,560,20.0089,-59.9915,-9.99344,0,0,-0.0624847,0,-128,70
142,18,57,41,565,20.0089,-59.9915,-9.99275,0,0,0,0,-127,65
143,18,57,41,570,20.0095,-59.9908,-9.99275,-0.0219727,0,0,0,-128,65
144,18,57,41,575,20.0095,-59.9908,-9.99344,-0.00617981,0,0,0,-127,65
145,18,57,41,580,20.0095,-59.9915,-9.99344,0,0,0,0,-127,66
146,18,57,41,585,20.0095,-59.9922,-9.99275,-0.00480652,0,-0.000686646,0,-127,64
147,18,57,41,590,20.0089,-59.9908,-9.99344,0,-0.00205994,0,0,-127,65
148,18,57,41,595,20.0089,-59.9908,-9.99344,-0.0734711,0,0,6,-127,65
149,18,57,41,600,20.0089,-59.9915,-9.99344,0.000686646,-0.00961304,-0.0377655,1,-125,66
150,18,57,41,605,20.0095,-59.9915,-9.99275,0,0,0,0,-127,69
151,18,57,41,610,20.0089,-59.9908,-9.99344,0.00137329,0,-0.00617981,-1,-127,65
152,18,57,41,615,20.0089,-59.9915,-9.99344,0,-0.00137329,-0.00686646,1,-128,65
153,18,57,41,620,20.0089,-59.9908,-9.99344,-0.0123596,0,0,4,-127,65
154,18,57,41,625,20.0095,-59.9908,-9.99344,0,0,0,0,-128,65
155,18,57,41,630,20.0095,-59.9915,-9.99344,0,-0.0460052,0,0,-125,66
156,18,57,41,635,20.0089,-59.9915,-9.99344,0,0,0.0102997,0,-127,65
157,18,57,41,640,20.0095,-59.9908,-9.99344,-0.00205994,0,0,0,-128,63
158,18,57,41,645,20.0095,-59.9915,-9.99344,0,0,0,0,-127,66
159,18,57,41,650,20.0095,-59.9915,-9.99275,0,-0.0109863,0,0,-126,66
160,18,57,41,655,20.0089,-59.9915,-9.99344,-0.00892639,0,0,0,-128,65
161,18,57,41,660,20.0089,-59.9915,-9.99344,0,0,0,0,-128,66
162,18,57,41,665,20.0095,-59.9908,-9.99413,-0.0164795,0,0,0,-128,65
163,18,57,41,693,20.0082,-59.9915,-9.99344,0,0.0460052,0,1,-130,64
164,18,57,41,693,20.0082,-59.9915,-9.99344,0,0.0460052,0,1,-130,64
165,18,57,41,694,20.0082,-59.9915,-9.99344,0,0.0460052,0,1,-130,64
166,18,57,41,694,20.0082,-59.9915,-9.99344,0,0.0460052,0,1,-130,64
167,18,57,41,694,20.0082,-59.9915,-9.99344,0,0.0460052,0,1,-130,64
168,18,57,41,695,20.0089,-59.9908,-9.99344,0,-0.00411987,0,1,-127,65
169,18,57,41,700,20.0082,-59.9915,-9.99344,0,0,-0.0274658,0,-127,64
170,18,57,41,705,20.0089,-59.9915,-9.99344,0.00549316,0,0.000686646,1,-127,63
171,18,57,41,710,20.0089,-59.9922,-9.99344,0,0,0,0,-127,64
172,18,57,41,715,20.0089,-59.9915,-9.99275,0,-0.0137329,-0.0151062,1,-125,63
173,18,57,41,720,20.0095,-59.9908,-9.99275,0,0.00411987,0.00617981,1,-126,63
174,18,57,41,725,20.0089,-59.9915,-9.99344,0.0569916,0,0.0521851,0,-127,60
175,18,57,41,730,20.0082,-59.9915,-9.99344,0,0,-0.00274658,1,-127,64
176,18,57,41,735,20.0095,-59.9915,-9.99344,0,0,0.0549316,1,-127,62
177,18,57,41,740,20.0089,-59.9915,-9.99275,0,0,-0.00617981,2,-127,63
178,18,57,41,745,20.0089,-59.9915,-9.99344,0,0,0.0617981,1,-127,58
179,18,57,41,750,20.0089,-59.9908,-9.99344,0,0,0.00617981,1,-127,61
180,18,57,41,755,20.0089,-59.9908,-9.99344,-0.0151062,0,-0.0343323,4,-127,65
181,18,57,41,760,20.0082,-59.9908,-9.99344,0,0,0.0583649,2,-128,62
182,18,57,41,765,20.0089,-59.9915,-9.99344,0,-0.00686646,-0.00274658,2,-126,60
183,18,57,41,770,20.0095,-59.9908,-9.99344,0,0,-0.0384521,2,-127,63
184,18,57,41,775,20.0095,-59.9915,-9.99344,0,0,0.0226593,2,-127,65
185,18,57,41,780,20.0089,-59.9915,-9.99344,0,0,-0.0075531,1,-127,62
186,18,57,41,785,20.0089,-59.9915,-9.99344,0,0.00274658,0,3,-127,64
187,18,57,41,790,20.0089,-59.9915,-9.99344,-0.00823975,-0.0192261,0,2,-126,63
188,18,57,41,795,20.0089,-59.9915,-9.99275,0.00274658,0,0,5,-127,63
189,18,57,41,801,20.0089,-59.9908,-9.99413,0,0,0.0720978,1,-127,57
190,18,57,41,806,20.0089,-59.9915,-9.99344,0,0,-0.00274658,2,-127,62
191,18,57,41,811,20.0095,-59.9922,-9.99275,0,0,-0.00823975,2,-127,65
192,18,57,41,816,20.0089,-59.9915,-9.99344,0,0,0.0178528,1,-126,59
193,18,57,41,821,20.0089,-59.9908,-9.99413,0,0,-0.0672913,3,-127,68
194,18,57,41,826,20.0089,-59.9915,-9.99413,0,-0.00274658,0,3,-127,65
195,18,57,41,831,20.0089,-59.9908,-9.99344,0,0.00137329,-0.0418854,2,-127,63
196,18,57,41,836,20.0089,-59.9915,-9.99344,0,0,0.0075531,2,-127,64
197,18,57,41,841,20.0089,-59.9915,-9.99275,0,0,0.0480652,3,-127,58
198,18,57,41,846,20.0082,-59.9915,-9.99413,-0.00411987,0,0,3,-127,64
199,18,57,41,851,20.0089,-59.9915,-9.99275,0,0,-0.00205994,3,-127,63
200,18,57,41,856,20.0089,-59.9915,-9.99344,0,0,-0.044632,3,-127,66
201,18,57,41,861,20.0089,-59.9922,-9.99275,0,0,0.0274658,2,-127,60
202,18,57,41,866,20.0089,-59.9908,-9.99275,0,0,-0.00274658,1,-127,65
203,18,57,41,871,20.0089,-59.9915,-9.99413,0,0,0.042572,2,-127,62
204,18,57,41,876,20.0089,-59.9915,-9.99413,0,0,-0.00617981,4,-127,64
205,18,57,41,881,20.0089,-59.9915,-9.99413,0,-0.00686646,0.00411987,2,-127,64
206,18,57,41,886,20.0089,-59.9915,-9.99413,0,0.00343323,0.0521851,2,-126,62
207,18,57,41,891,20.0082,-59.9915,-9.99413,0,0,-0.0171661,2,-127,65
208,18,57,41,896,20.0089,-59.9915,-9.99344,0,0,-0.000686646,2,-127,62
209,18,57,41,901,20.0082,-59.9915,-9.99344,0,0,-0.0219727,3,-126,67
210,18,57,41,906,20.0082,-59.9915,-9.99344,0,0,-0.00274658,4,-127,60
211,18,57,41,910,20.0082,-59.9908,-9.99344,0,0,-0.042572,4,-127,65
212,18,57,41,915,20.0089,-59.9908,-9.99413,-0.000686646,0,0,3,-128,63
213,18,57,41,920,20.0089,-59.9915,-9.99344,0,0,0,3,-126,65
214,18,57,41,925,20.0082,-59.9922,-9.99344,0,0,0.0714111,4,-127,55
215,18,57,41,930,20.0082,-59.9922,-9.99344,0,0,0.0157928,3,-126,62
216,18,57,41,935,20.0089,-59.9915,-9.99344,-0.0384521,-0.0254059,-0.00617981,4,-127,65
217,18,57,41,940,20.0089,-59.9915,-9.99413,0,0.0295258,-0.00274658,4,-129,61
218,18,57,41,945,20.0082,-59.9915,-9.99344,0,-0.00823975,-0.0494385,4,-128,64
219,18,57,41,950,20.0089,-59.9908,-9.99344,0,0,0.0267792,3,-127,62
220,18,57,41,955,20.0089,-59.9915,-9.99344,0,0,-0.011673,5,-127,62
221,18,57,41,960,20.0089,-59.9915,-9.99344,0,0,0.00617981,3,-127,63
222,18,57,41,965,20.0089,-59.9922,-9.99275,0,0,0.0590515,4,-126,57
223,18,57,41,970,20.0089,-59.9915,-9.99344,0,0,-0.0398254,4,-126,63
224,18,57,41,975,20.0082,-59.9908,-9.99275,0,0,-0.0686646,5,-127,61
225,18,57,41,980,20.0082,-59.9915,-9.99275,0,0,0.0123596,5,-126,61
226,18,57,41,985,20.0089,-59.9915,-9.99344,0,0,-0.0734711,5,-127,67
227,18,57,41,990,20.0089,-59.9915,-9.99344,0,0,0,5,-127,61
228,18,57,41,995,20.0089,-59.9908,-9.99275,0,0,0.0720978,5,-127,55
229,18,57,42,0,20.0089,-59.9922,-9.99344,0,0,-0.0418854,4,-126,64
230,18,57,42,5,20.0089,-59.9922,-9.99275,0,0,-0.000686646,3,-127,63
231,18,57,42,10,20.0082,-59.9915,-9.99344,0,0,-0.0439453,5,-126,61
232,18,57,42,15,20.0082,-59.9908,-9.99344,0,0,-0.030899,5,-127,61
233,18,57,42,20,20.0082,-59.9915,-9.99344,0,0,0.00411987,5,-126,63
234,18,57,42,25,20.0089,-59.9915,-9.99344,0,0,-0.0178528,6,-127,64
235,18,57,42,30,20.0082,-59.9915,-9.99344,0,0,0,5,-127,61
236,18,57,42,35,20.0082,-59.9915,-9.99344,0,0,0,6,-126,62
237,18,57,42,40,20.0082,-59.9908,-9.99275,0,-0.0199127,0,6,-127,62
238,18,57,42,45,20.0082,-59.9915,-9.99344,0,0.000686646,0.000686646,6,-127,63
239,18,57,42,50,20.0082,-59.9915,-9.99344,0,0,0,7,-126,63
240,18,57,42,55,20.0089,-59.9915,-9.99344,0,0,-0.0693512,6,-126,67
241,18,57,42,60,20.0089,-59.9915,-9.99344,0,0,0.00137329,5,-127,63
242,18,57,42,65,20.0082,-59.9922,-9.99344,0,0,-0.0494385,6,-126,67
243,18,57,42,70,20.0089,-59.9922,-9.99344,0,0,0.0102997,5,-126,62
244,18,57,42,75,20.0082,-59.9915,-9.99344,0,0,-0.00823975,5,-127,63
245,18,57,42,80,20.0089,-59.9915,-9.99275,0,0,0.0377655,6,-127,60
246,18,57,42,85,20.0082,-59.9915,-9.99344,0,0,0.00137329,7,-126,63
247,18,57,42,90,20.0089,-59.9922,-9.99413,0,0,-0.000686646,4,-126,62
248,18,57,42,95,20.0089,-59.9908,-9.99344,0,0,-0.00686646,6,-127,62
249,18,57,42,100,20.0089,-59.9915,-9.99275,0,0,0,6,-126,60
250,18,57,42,105,20.0089,-59.9908,-9.99344,0,0,0,5,-127,62
251,18,57,42,110,20.0095,-59.9915,-9.99275,0,0,0.00274658,7,-127,61
252,18,57,42,115,20.0089,-59.9915,-9.99275,0,0,0,7,-126,61
253,18,57,42,120,20.0089,-59.9922,-9.99275,0,0,0,6,-126,60
254,18,57,42,125,20.0089,-59.9915,-9.99413,0,0,0.0151062,6,-126,58
255,18,57,42,130,20.0089,-59.9922,-9.99344,0,0,0,7,-126,64
256,18,57,42,135,20.0089,-59.9915,-9.99344,0,0,0,6,-127,61
257,18,57,42,140,20.0082,-59.9922,-9.99344,0,0,0,7,-126,63
258,18,57,42,145,20.0089,-59.9922,-9.99344,0,0,0.000686646,7,-126,61
259,18,57,42,150,20.0089,-59.9915,-9.99344,-0.0377655,0,-0.00343323,11,-126,62
260,18,57,42,155,20.0082,-59.9922,-9.99413,0.00617981,0,0,7,-126,62
261,18,57,42,160,20.0089,-59.9915,-9.99344,0.00137329,0,-0.0267792,7,-126,64
262,18,57,42,165,20.0089,-59.9915,-9.99344,0,0,0.0226593,6,-126,61
263,18,57,42,170,20.0082,-59.9915,-9.99344,0,0,0.0178528,7,-126,60
264,18,57,42,176,20.0089,-59.9915,-9.99275,-0.0363922,0,-0.000686646,12,-126,61
265,18,57,42,181,20.0089,-59.9922,-9.99344,0,0,0,6,-125,60
266,18,57,42,186,20.0089,-59.9908,-9.99344,-0.000686646,0,0,6,-126,60
267,18,57,42,191,20.0082,-59.9922,-9.99275,0,0,0,9,-126,60
268,18,57,42,196,20.0089,-59.9915,-9.99344,0.000686646,0,0,8,-127,60
269,18,57,42,201,20.0089,-59.9915,-9.99344,0.00892639,0,0,6,-126,61
270,18,57,42,206,20.0089,-59.9922,-9.99413,0.000686646,0,-0.00892639,7,-126,61
271,18,57,42,211,20.0089,-59.9922,-9.99344,0,0,0,7,-126,61
272,18,57,42,216,20.0089,-59.9922,-9.99344,0.00961304,0,0,8,-127,61
273,18,57,42,221,20.0089,-59.9922,-9.99344,0.0151062,0,0,7,-126,62
274,18,57,42,226,20.0089,-59.9915,-9.99275,0.0178528,0,0,6,-126,61
275,18,57,42,231,20.0082,-59.9915,-9.99413,0.0405121,0,0,2,-126,60
276,18,57,42,236,20.0089,-59.9915,-9.99413,0,0,0,7,-126,60
277,18,57,42,241,20.0089,-59.9915,-9.99344,0,0,0,7,-126,60
278,18,57,42,246,20.0089,-59.9915,-9.99344,0,0,0,7,-126,61
279,18,57,42,251,20.0082,-59.9922,-9.99344,-0.0652313,0,0,10,-126,60
280,18,57,42,256,20.0095,-59.9915,-9.99344,-0.0734711,0,0,13,-126,60
281,18,57,42,261,20.0089,-59.9915,-9.99344,-0.0645447,0,0,12,-126,61
282,18,57,42,266,20.0089,-59.9922,-9.99275,0.00137329,0,0,10,-126,60
283,18,57,42,271,20.0089,-59.9915,-9.99344,0.00343323,0,0,8,-125,61
284,18,57,42,276,20.0089,-59.9922,-9.99344,0.0679779,0,0,7,-125,60
285,18,57,42,281,20.0089,-59.9922,-9.99344,0.0707245,0,0,5,-125,61
286,18,57,42,286,20.0089,-59.9908,-9.99344,0.00617981,0,0,5,-125,60
287,18,57,42,291,20.0089,-59.9915,-9.99275,-0.000686646,0,0,7,-126,60
288,18,57,42,296,20.0089,-59.9915,-9.99413,0,0,0,8,-125,62
289,18,57,42,301,20.0089,-59.9915,-9.99413,0,0,0,8,-125,60
290,18,57,42,305,20.0089,-59.9922,-9.99344,-0.0727844,0,0,12,-125,60
291,18,57,42,310,20.0089,-59.9922,-9.99344,-0.0624847,0,0,14,-125,60
292,18,57,42,315,20.0089,-59.9922,-9.99344,-0.0686646,0,0,14,-125,61
293,18,57,42,320,20.0089,-59.9915,-9.99344,-0.042572,0,-0.00205994,11,-125,60
294,18,57,42,325,20.0089,-59.9922,-9.99344,0.00549316,0,0,9,-125,60
295,18,57,42,330,20.0089,-59.9915,-9.99344,0.00617981,0,0,9,-125,60
296,18,57,42,335,20.0095,-59.9915,-9.99344,0.00343323,0,0,7,-125,61
297,18,57,42,340,20.0082,-59.9915,-9.99344,-0.000686646,0,0,8,-125,61
298,18,57,42,345,20.0089,-59.9915,-9.99413,0,0,0,8,-126,62
299,18,57,42,350,20.0082,-59.9908,-9.99344,-0.00205994,0,0,9,-125,60
300,18,57,42,355,20.0089,-59.9915,-9.99344,0.00274658,0,0,8,-126,60
301,18,57,42,360,20.0089,-59.9915,-9.99344,0.00205994,0,0,10,-125,60
302,18,57,42,365,20.0082,-59.9915,-9.99275,-0.000686646,0,0,9,-125,58
303,18,57,42,370,20.0089,-59.9915,-9.99344,0.00617981,0,0,10,-126,60
304,18,57,42,375,20.0082,-59.9915,-9.99413,-0.00205994,0,0,11,-125,62
305,18,57,42,380,20.0082,-59.9915,-9.99344,0,0,0,9,-126,60
306,18,57,42,385,20.0089,-59.9915,-9.99413,0,0,0.0254059,10,-126,61
307,18,57,42,390,20.0082,-59.9908,-9.99344,0,0,0,9,-126,63
308,18,57,42,395,20.0089,-59.9908,-9.99344,0,0,0,9,-126,61
